data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3648.0,0.9311760771385038,0.8185689337083725,0.775040673697044,0.7905650072677646,0.9504380710870549,2.5464355638152645,0.7422895875315016,0.864577607426811,0.9708521674154704,-0.6349921564333182,1.3703215412661847,0.06908782015260505,0.30346113026197014,0.740864696682417,4.470671986361994,0.13056485198903417,3.4446106996496764,0.05760017013792555,4.502711386443894,0.13056485198903361,0.10686977366178425,0.13056485198903361,0.13056485198903384,0.10686977366178425,0.13385888718720917,4.470671986361994,0.7408646966824171,3.803451094381601e+18,0.775040673697044,1.3614581009913107,1.4166103037064077,0.9653305840445692,0.6902561163652227
Adult Dataset,,['sex'],FairBalance Bias Mitigation,{},3653.0,0.9719737273636581,0.873884185204211,1.1865525574644584,1.0054690123164105,1.4067801027905318,2.1632838609203477,1.3178229777691954,0.9588387592162098,0.9799375000428814,0.814244278478572,-0.15880327879823072,1.0487371448955691,0.8613264832745975,0.8279088560737787,1.5666423640587988,1.0487371448955691,1.5933938068247486,0.6131813453409936,4.407986558124887,1.0487371448955691,0.7160513456599785,1.0487371448955691,1.0487371448955691,0.7160513456599785,1.174850517706867,1.5666423640587988,0.827908856073779,3.803451094381601e+18,1.1865525574644584,2.0543389624915505,0.7490234750522239,0.9305421330667133,0.9766767155309536
Adult Dataset,,['sex'],FairMask Bias Mitigation,{},3654.0,0.9990303766294445,0.9962727673315828,1.0015546271695657,0.9984830652485334,1.007330306238406,1.046096632954403,1.0037408394893468,0.9969181701960722,1.0003314223691118,1.0545174164350397,-0.01886181922706997,0.9945677761386231,0.9825507474815651,1.0545174164350397,2.3014068257352047,0.9945677761386231,1.04250344239878,0.9662521341364217,0.0,0.994567776138623,0.9801683027604273,0.994567776138623,0.9945677761386231,0.9801683027604273,0.9972533621508647,2.3014068257352047,1.05451741643504,3.803451094381601e+18,1.0015546271695657,1.0275125497908784,1.0024470201673732,0.9988274676483704,0.9966137316428832
Adult Dataset,,['sex'],LFR,{'c': 'LFR'},3651.0,0.99473229972537,0.9934118473504966,0.92183396444527,0.9568638980608724,0.9367615295744794,1.1656741208000716,0.9111969923200467,0.9842441768619196,1.0015967039614107,0.8221797134411415,0.13199360279763234,0.8357069942962313,0.9453876798287159,0.8288473209535286,1.5396017735203336,0.8357069942962313,1.3451663208300675,0.7900120246925797,1.8266344758090007,0.8357069942962312,0.8451563421431383,0.8357069942962312,0.8357069942962312,0.8451563421431383,0.8273387154521603,1.5396017735203336,0.8288473209535288,3.803451094381601e+18,0.92183396444527,0.9990796965835055,1.1970403946025774,1.0143928680826688,0.9402016749331145
Adult Dataset,,['sex'],No Bias Mitigation,{},3655.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.803451094381601e+18,1.0,1.0,1.0,1.0,1.0
Adult Dataset,,['sex'],Reweighing Bias Mitigation,{},3652.0,1.001362763604538,1.0105655578264408,0.9482473612931576,0.9796922836168037,0.9447677541212217,1.4885713001186691,0.877163484908902,0.9873859187395884,1.0098979915927644,0.050969445360070545,-0.19362973149371235,0.6659795248182541,0.8867468595092808,0.5699877830351283,1.7503719081928961,0.6659795248182541,1.7210229026779484,0.5050193548504308,4.264818062050083,0.6659795248182537,0.6313346842524346,0.6659795248182537,0.665979524818254,0.6313346842524346,0.65934056035732,1.7503719081928961,0.5699877830351283,3.803451094381601e+18,0.9482473612931576,0.9728748073976744,1.1382740881220854,1.0159447404569837,0.9740715243375008
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4025.0,0.9879260108187745,0.9852221413555582,1.0094292659191035,0.9957320667696703,1.0259362385346578,0.8942588663318072,1.067322581032808,0.9868615414706277,0.9884429149559857,0.09657011394185552,0.009360355865718564,0.30262909132919713,1.6908263864200745,0.37792742597876233,0.6244166486175502,0.355188423611124,0.8398265229169984,0.38776903529717216,1.2613495378605144,0.35518842361112346,0.3622964833657531,0.35518842361112346,0.35518842361112274,0.3622964833657531,0.3333375276477459,0.6244166486175502,0.3779274259787625,4.5462229956650163e+18,1.0094292659191035,1.0616507351179894,0.9748076079706247,0.9515489417812247,0.944032688854401
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",4027.0,0.9897610874048085,0.9870061328411718,1.0097739795486407,0.9969834367798922,1.024316746261832,0.9065362582113166,1.0613701125998642,0.9885985049360102,0.990261550998921,0.24185814005956469,0.16791124537759214,0.35576822115741086,2.643744883568912,0.3833266957330345,0.699951375451136,0.4062277932957734,0.8556243353672478,0.4393355856018835,0.9904128887676978,0.4062277932957729,0.4127687024609819,0.4062277932957729,0.40622779329577247,0.4127687024609819,0.38308422597642644,0.699951375451136,0.38332669573303496,4.5462229956650163e+18,1.0097739795486407,1.0559036995347735,0.9759186668559606,0.9561970385336765,0.9534387067489102
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4030.0,0.9880309527557596,0.9864937170569268,1.005808216709697,0.9947820645109412,1.020957641976717,0.8947568534643094,1.0606261687543055,0.9850216531829225,0.9890521150278541,0.12897471357332452,-0.04451550278746087,0.3129892944407234,2.4395714666497956,0.30908321994561144,0.5776825952651747,0.35464339386971694,0.8453029960531855,0.39107275401948016,1.0748602783792285,0.3546433938697163,0.3644655366623491,0.3546433938697163,0.3546433938697158,0.3644655366623491,0.32640880957027996,0.5776825952651747,0.3090832199456115,4.5462229956650163e+18,1.005808216709697,1.0536372947837591,0.9862622983575605,0.9577993517655682,0.944543884533421
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",4026.0,0.9856494648720816,0.9853226496179832,1.001290601537737,0.9920067060094214,1.0175928302977224,0.8724200332488922,1.0632817209853949,0.9831286866468383,0.9866856307461929,0.0030652534305075038,-0.019295700129477303,0.21092224573072643,2.856862808820298,0.30428447095843725,0.7022479055800093,0.29465646319672484,0.8226005860123691,0.3316573343110887,1.4270556484391708,0.29465646319672417,0.3061769536662827,0.29465646319672417,0.29465646319672384,0.3061769536662827,0.26648376228100806,0.7022479055800093,0.3042844709584373,4.5462229956650163e+18,1.001290601537737,1.0526188372862857,1.002407923073617,0.9596087738196925,0.9331244254024188
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",4029.0,0.9873437075170901,0.9861997991417576,1.0041658112994265,0.9938505238721157,1.0196996320295513,0.8950928656513049,1.0588660809745203,0.9861519366767612,0.9880272614679743,0.18476184113231933,-0.03757899067181515,0.3165280141072257,2.4983814545585883,0.36878589845029347,0.6382710208135035,0.3701372482376867,0.8472222737342301,0.405586981051359,1.1663730971392399,0.37013724823768585,0.3798184173003369,0.37013724823768585,0.37013724823768546,0.3798184173003369,0.342702092167295,0.6382710208135035,0.36878589845029386,4.5462229956650163e+18,1.0041658112994265,1.053411085311454,0.9925769790577345,0.9596115835698416,0.9423392942592705
