data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC,acc * sf
Adult Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2286.3821156418967,0.02294871675674065,0.07461204821487587,0.16180207974201719,0.15195097528990795,0.20843863181448696,0.3757844676903688,0.6052722306396577,0.20046295302228048,0.16948430744214688,0.04168464090257846,0.06699307218107488,0.027148894723509953,0.05105643115072982,8.067070997449115,0.6868576050869629,4.102366035569322,2.9081862459879773,0.26597429342849827,0.1176782331129952,1.6874634775539195,0.5140319445722963,7.907115097204534,0.4421065855645069,3.7553871077677967,2.4991416684481305,0.18696198617560938,0.07538657381150361,0.39130676472048415,1.6743253437123171,0.24472946214440439,0.04234426251120728,,,0.1869618709240623,0.07538658114014198,0.2898445632258002,0.08568475795125279,0.0741613757735713,0.0741613757735713,0.10664849091592725,0.08645700965273537,1.0284039368523388,0.5536179659740138,2.453477180446803e+18,0.03423168509538292,0.048951571362601594,0.03455382174110066,0.05013410383599646,0.07176592374150043,0.18251652831272624
Adult Dataset,,"['race', 'sex']",FairBalance Bias Mitigation,{},2285.1267916090733,0.026377001026210333,0.13906686740972757,0.7636686750926407,0.2245425647727568,1.379604871491582,1.615448870034212,2.9130377691986813,1.3675405311641458,1.2734922776342747,0.03387749752992086,0.028755148032795348,0.027635690745986305,0.035645519858578015,4.892948328610284,0.7991466290359079,17.264196674401905,43.39274118524486,1.3951708848488782,1.026284480146385,1.4788565840769892,0.21595921612762495,4.667932953740804,0.7754047794044181,17.10109981200194,43.367524339358354,1.3951708848488782,1.026284480146385,0.2718221849418673,0.5699200708979371,0.41661968165281027,0.3185168843389163,1.2899702715156187,3.388736229209046,1.3951709069389702,1.0262844816119896,0.35293041514760887,0.23706421131254168,1.0479062830012245,1.0479062830012245,0.29428720613505915,1.6657437266298276,0.6701546029350547,0.661353105746103,2.4448906465713556e+18,0.0204024179803193,0.03609296011738133,0.019209599053929747,0.03731788753996078,0.02880937335693027,2.637645709515849
Adult Dataset,,"['race', 'sex']",FairMask Bias Mitigation,{},2285.1267916090733,0.004043569126888631,0.01291141599107689,0.013815578571599764,0.008532491998433393,0.021245949719986744,0.17037274403453978,0.10612563312907307,0.01893854590301477,0.01794207018199669,0.02009035468411874,0.006184543624880604,0.003669986366109419,0.004496539110998558,1.0862007223601455,0.20221312479426895,7.228347737381845,36.45377521976939,0.1480150467986441,0.04254460601657045,0.6017099989710947,0.04651721781083784,0.9379818275221161,0.20221312479426895,7.154559747705058,36.45359143731256,0.1480150467986441,0.04254460601657045,0.17243125562122202,0.1040509809050941,0.21997934698415827,0.12666386992999656,0.0,0.0,0.14801504626469217,0.04254460524355933,0.18129570821678728,0.07353771391123372,0.05901157004633296,0.05901157004633296,0.12387833794496217,0.05055263998401751,0.4803999335659598,0.24680451606203208,2.4448906465713556e+18,0.03922168242018248,0.053509557845502105,0.03902097930965091,0.054187809408835184,0.0630744414075165,0.1556968089375459
Adult Dataset,,"['race', 'sex']",No Bias Mitigation,{},2285.1267916090733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4448906465713556e+18,0.03869542457880959,0.05151807821112826,0.03849514132989728,0.05222250395641817,0.0637152013551902,0.0
Adult Dataset,,"['race', 'sex']",Reweighing Bias Mitigation,{},2285.720890164201,0.015979831767259874,0.04236935798334042,0.04419981382581514,0.031922045464600125,0.0705858199817652,0.19681571462384775,0.36886546246256025,0.07271782210528166,0.07982209596967306,0.015319751421458402,0.01188641569683504,0.019978891500648504,0.030172902534922882,8.461574463277536,0.7617467114882106,8.583909779566298,20.10761345287965,0.2519918726360676,0.18870475399707484,0.7365435708265446,0.16335105663690075,8.343233166929238,0.40844240907545154,8.30759729936636,20.03329291688078,0.23881050816943206,0.18870475399707484,0.2487942021122666,0.5030692465903448,0.3193872448955392,0.279806423671156,1.0095705708637384,3.443457572843594,0.23881051123451202,0.18870475468089132,0.28086460049248235,0.2296577412774819,0.18967459268127937,0.18967459268127937,0.282371506771951,0.19082959542645633,0.8084832698307143,0.41402180519350734,2.456248015871799e+18,0.03466366311331477,0.03556006646209618,0.034691655117697194,0.03630063052319361,0.0623182095820151,0.49064964140727807
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.022177304824815367,0.024475657254232334,0.06165210298580723,0.02711614195903305,0.07627751994963873,0.09199504563521724,0.08123796385725325,0.07633011417721568,0.08519874345060449,0.027509821953643893,0.06103399412840665,0.03855216956156581,0.02515342982069337,3.286697810704042,0.5570063478213764,2.5451333493333497,2.321173099223943,0.6009424818102465,0.43664680617144336,9.296983876557684,9.204356621329463,3.2504328321015854,0.42220524824774813,2.426993817514634,2.212594460096073,0.5037912190190058,0.33324475826971245,0.08980769601583306,0.07059798589089791,0.5006711261238629,0.34608793847978614,,,0.5037912117421091,0.33324477145464004,0.5053309479732283,0.33963752158337773,0.19165108103946824,0.19165108103946824,0.2631327461134053,0.26202693454668496,0.43587482815021183,0.30151433878464945,2.37075913524449e+18,0.0452518717525319,0.042409208230498055,0.04378344085007974,0.04255314344311265,0.06091690706611381,0.48897934090215467
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",2356.1087703317953,0.023176443343156418,0.02494202654481911,0.06178237111057463,0.027625677841703104,0.07608820096661395,0.09332012159926117,0.08208424897680468,0.07192955485502393,0.08509528829597064,0.026820415562424395,0.05392793178732242,0.041387623850391325,0.025965736031056626,1.738129234108556,1.582113370409709,1.8573327953956835,2.2190495889563997,0.46801627656796163,0.5429845307730943,17.8756814108019,10.41143204117257,1.6725330616665723,1.5226851471129323,1.7359530030793018,2.0873450234635382,0.36541971297315917,0.4443415913217544,0.08630873857557642,0.07286313082112508,0.3784863279295856,0.4628358695948279,,,0.3654197208888579,0.4443415854977717,0.3744066964714405,0.4581448963336169,0.23297423000379458,0.23297423000379458,0.41194542797248207,0.3919450665940386,0.34329786607277135,0.33874204837878596,2.37075913524449e+18,0.04641721491239758,0.04284509364698284,0.04506404301115191,0.04309926364419989,0.06194862230894087,0.5897882880138392
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.023746280827840898,0.025688431913690104,0.06043210004896877,0.027294641167529245,0.07490836617459075,0.09078634774398596,0.08145590536616612,0.07240885985412278,0.08309923568226259,0.028505631855059298,0.05872823751636516,0.04000649260302081,0.028294781446734144,2.332311870514635,0.49018012398286825,7.307067836573702,2.4605012236107724,0.55446380293254,0.3308172957820064,14.402763805507465,16.18882318158467,2.285262138802424,0.350310927065717,7.2331455359237085,2.3477601943125435,0.46913993140540716,0.22983112902543681,0.08492191599153413,0.07046672245963052,0.48622521538089414,0.23408593798595745,,,0.46913990687047996,0.22983113092305665,0.47592750752976,0.23147969912624275,0.2174051871639747,0.2174051871639747,0.23918957065767718,0.2662965091597718,0.3427619089733825,0.28027257428109287,2.37075913524449e+18,0.04571351920230766,0.043198653296478116,0.04394968360558004,0.043269492929778774,0.05980110718335645,0.5581067612097184
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.023646367022970998,0.026148546809066094,0.06029109239923748,0.02716031837687542,0.07537063233986398,0.09218062910918175,0.07937030364038362,0.07240396626551823,0.08527569753869753,0.027748249664717364,0.05983595175346583,0.043022229798170865,0.025701289292274488,2.551342251855501,0.7460505081017536,6.919316697220831,1.985311480481466,0.5401008150245208,0.3931006528716481,15.030789837941732,8.464331148827743,2.512410358845136,0.6292795599589789,6.851879466368028,1.856914672553078,0.4539856369587541,0.2557128561841277,0.08856015333002787,0.07234523743535495,0.44910695515185417,0.28493700390646254,,,0.45398564362252053,0.2557128402714377,0.4575681626089165,0.26911678384011595,0.1879315681929508,0.1879315681929508,0.24030306222947911,0.2217119897169333,0.3690145375043396,0.308778615139243,2.37075913524449e+18,0.04577776684656779,0.04307365825061599,0.04488601373397638,0.04278518606604404,0.06021303760277695,0.48457680726260394
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",2356.1087703317953,0.02148554621519058,0.025213137635977833,0.06213364660100491,0.026655780282407476,0.07836955537803517,0.09137346952762666,0.08285843963036865,0.07623392704637634,0.08703974537443247,0.02574784084171107,0.05163108221961624,0.03786584251811233,0.024803010009794707,0.8868044386681417,1.2742773791525503,3.302532312079584,2.4455721701008875,0.48111292103576414,0.45703245125083847,22.575569893133608,11.486272593717535,0.8380746083287278,1.1958762410657606,3.216002469397137,2.324543162298197,0.41995106404960586,0.38804079494850896,0.07606954812565206,0.07040133029458813,0.4405027569056736,0.3599849208389412,,,0.4199510507291763,0.3880407589007507,0.42608005179136815,0.3730138631539698,0.20945978353898065,0.20945978353898065,0.2265392089068943,0.26167657416036705,0.3355383725358988,0.23873890981548576,2.37075913524449e+18,0.044873717823378276,0.043620923692131434,0.04319335197449971,0.04382937891937002,0.05886853986881951,0.5383626293999133
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.024303794795528456,0.02677080496874305,0.06433711946254424,0.02882883809612768,0.079619909706198,0.09589566590845118,0.08606271046069046,0.0772194342853138,0.08817974353297453,0.02878736544090592,0.06044027681272315,0.041399446698258534,0.027381601207222023,2.3364727648735935,1.467731472808407,2.5035403278768498,2.508676378074399,0.5261464885108911,0.6529451390802535,16.096214750183155,14.072718110990614,2.3010067447888294,1.403778445438534,2.4138409425149123,2.373680426254509,0.45910432478903773,0.5577452443265064,0.09041484531692473,0.07318465202782135,0.4892139946434212,0.6225294225512025,,,0.4591043408186613,0.557745287396346,0.46935207688439207,0.5857603535987915,0.16475393635405614,0.16475393635405614,0.24508029265090164,0.25441275661015095,0.3521732341291719,0.30819597080650923,2.37075913524449e+18,0.045027303445674606,0.04305558780072543,0.04399949686920665,0.04274062127245144,0.05694243721838713,0.4254506632422442
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",2356.1087703317953,0.023919906698147468,0.02644520219441694,0.06304914416519095,0.028485893462863166,0.07784972381977838,0.09755209423817043,0.08149154663498906,0.07273397201132337,0.08712456996080972,0.027924229080246384,0.05837978639347059,0.04050110382796047,0.026466163485331786,1.5315878140360681,1.0504532321035858,7.325605503269941,1.7039679870430375,0.9732634213429086,0.43524793029619013,13.31873558260544,19.928006457448557,1.4578851548608298,0.9692828259532572,7.221710189947212,1.5688955564904061,0.8931556190937356,0.35410017064300453,0.09172697169738059,0.07113875373305535,0.9900467241087642,0.3444614719803879,,,0.8931555353710143,0.35410020060343117,0.9356092853103553,0.350917508419123,0.20282297613258046,0.20282297613258046,0.24271362657073958,0.2526750021113967,0.3973159270215547,0.2928427121672378,2.37075913524449e+18,0.04614203922780672,0.04304324534869484,0.04416186084208405,0.04356808154180521,0.06081918216368616,0.5288959380066867
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.02283730399462719,0.025300217360031806,0.06326281075105415,0.028223091161980293,0.07826487845742455,0.0942698933502309,0.08571139956040118,0.07738072555517349,0.0859940505147906,0.02621949676043724,0.056712530309960776,0.04198022179580292,0.02461103854546625,2.329159390482969,0.7417577177309627,2.6599474470177635,1.9968727663884267,0.6787127143756707,0.5021660607942725,18.92347685088865,7.512824721594308,2.281906365808012,0.6463042217191048,2.5345273477246275,1.8820108388582462,0.5789219890843103,0.42171949658737684,0.09015327926589413,0.07130043098743202,0.6308482076686565,0.41771838843795467,,,0.5789219575567305,0.42171953920380034,0.6160553494282489,0.43687670358579755,0.18711999835476856,0.18711999835476856,0.27992006250592655,0.2708980188920812,0.4328458410891628,0.29699743970375864,2.37075913524449e+18,0.047147654739856985,0.042495305141247434,0.045350380304771,0.04300232159026704,0.06213886524740184,0.47744531668342066
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.024348187811900932,0.02625359619834426,0.06522316766403405,0.029352099110551887,0.08005861854638036,0.096937742727137,0.08342899758473475,0.07842394287842486,0.0897882739929659,0.02800057260290628,0.05962948382068859,0.045074850167036454,0.02629329756196285,0.8133485611097214,0.8963838662649095,7.792680147524381,2.4601848915426783,0.5804284189491168,0.439537092182865,11.62255178082317,9.897109339386816,0.7331638090809713,0.817753399409829,7.73388129872803,2.349083100777154,0.5141691340619678,0.3544669272738922,0.09175885325127374,0.07228867037836899,0.5548149908978764,0.3565315258069705,,,0.5141690985111453,0.35446697455927806,0.5284894236754014,0.3558848817233998,0.20096539092554275,0.20096539092554275,0.27347933410781156,0.26945307085132547,0.36217529448234964,0.2815020386566524,2.37075913524449e+18,0.04519369386878118,0.0425518867934024,0.043729449428863615,0.04295481391613815,0.05825799768441234,0.519276237459773
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",2356.1087703317953,0.024420697645045772,0.026363777509311754,0.06260631487929263,0.02871963220324813,0.07691934777854668,0.09385438064915683,0.0784116799298453,0.07353085614914957,0.0869474500680143,0.02845963260354052,0.06047541738445545,0.045828548912894805,0.027388929215971393,1.8503040533935016,1.3065323665314266,6.335786538433672,2.640206158970764,0.9814376078973646,0.45187628744167035,23.59888226906964,9.242016922854381,1.7768113667315906,1.2385184326268834,6.263976603539834,2.5105527521417383,0.9034563775662732,0.34079566068967826,0.08909873148031325,0.07000676813335649,0.9807981100573876,0.3869785388431398,,,0.9034563138222681,0.34079562864096424,0.9345493855277457,0.36040112445445116,0.2276880700360522,0.2276880700360522,0.2938461219743453,0.2891278462673032,0.3927026274796205,0.2792657664861505,2.37075913524449e+18,0.04678342241509204,0.043421001803268355,0.045511528100633955,0.04358601025027014,0.06202368494581875,0.5774977276611925
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",2356.1087703317953,0.023399556908049273,0.025958030562013734,0.06168841722815269,0.027145026374404253,0.07770517581705531,0.09423565214233894,0.07941241812255642,0.0738438842960495,0.0874341157480456,0.027286801444959104,0.06282944019631816,0.043932726639842413,0.02607240335757895,1.0186700769626533,0.9249832605883206,6.024726472398991,2.057062997908729,0.6065224329725905,0.3364143750067891,19.94626491616914,10.747132720468793,0.9460630076865424,0.8407736872147937,5.937702141198161,1.9337584578305609,0.5487422126238167,0.21694841855312574,0.08869917646882423,0.0707025880022896,0.5788925759005084,0.23295475648390498,,,0.5487421581098493,0.21694842802785957,0.5898424172682275,0.2245631157882472,0.1466482806796324,0.1466482806796324,0.2306598021344263,0.23916999893290003,0.35020534190753005,0.26370855826513306,2.37075913524449e+18,0.046008191643163,0.04326533663024135,0.04432011482747866,0.04331138996418238,0.06013964252624926,0.37659528704361284
Compas Dataset,,"['race', 'sex']",FairBalance Bias Mitigation,{},2356.1087703317953,0.0332231447449474,0.03913960667379174,0.058733300285051804,0.030378674900735952,0.07860609018271902,0.09106403109256651,0.1198376600944805,0.09447631241737649,0.07736745784391334,0.03336038501835507,0.06289790551505353,0.05173048985119568,0.032832778344937634,0.9318443238679425,0.6422500656031721,3.84818896475901,1.3244210182352278,0.7481605773600215,0.5324895131816177,22.514030931469495,6.849440962935557,0.8207285328876205,0.5363250612892475,3.6710509627580032,1.1292579623377434,0.6782035711884994,0.4563656061769249,0.12205972238575408,0.10432904445057878,0.7042599157193615,0.4294079060961805,9.733668231759236,3.6073386545098463,0.678203520817619,0.45636562089286614,0.7125470024813535,0.45551363896624897,0.2993622044815038,0.2993622044815038,0.2999283840664919,0.3389166905859456,0.3546477134002121,0.3556128862310903,2.37075913524449e+18,0.043813597980197266,0.04492628533017393,0.04284834845436587,0.04529521523910065,0.06415474713380435,0.7839494110684708
Compas Dataset,,"['race', 'sex']",FairMask Bias Mitigation,{},2356.1087703317953,0.016686138928832556,0.020258822026293657,0.047245351231931645,0.02051483155719743,0.05954561417212505,0.06877467448194143,0.06956085445873327,0.05635961786708962,0.064682397110938,0.018511247125567773,0.04527388342419071,0.032250263077528527,0.01576582467078288,2.3911649601559137,0.4406042047113782,3.668939731125375,0.8610376185006305,0.5382284516415161,0.36896216312935365,13.458644717531216,3.83467436592197,2.2423456914107764,0.3531714965745519,3.511545922445336,0.7554496214272188,0.4736182329606471,0.2799146890451591,0.0463145002517064,0.06251199232295812,0.485806003808655,0.26567857850396664,0.0,0.0,0.47361820763237694,0.2799147002461066,0.4519806970632702,0.275614583852281,0.19134686672810808,0.19134686672810808,0.1695969500069314,0.23928575660362564,0.23975867474815782,0.21852961972674753,2.37075913524449e+18,0.04422920372378932,0.04022775040212659,0.04305690367320016,0.0404182570682824,0.0630391189833646,0.4990889166099433
Compas Dataset,,"['race', 'sex']",No Bias Mitigation,{},2356.1087703317953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37075913524449e+18,0.042207351431922696,0.03920726450102008,0.04088463618948089,0.0391315120273942,0.058345428897899766,0.0
