data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC,acc * sf
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",5376.0,0.9339089887231758,0.8272254930851973,0.7011587979504341,0.7216934858270092,0.8550614977233184,2.3470329875783906,0.6659585758405173,0.8830233027620465,0.9643165508625781,-0.6129246474130329,1.0958986146424639,0.05991365807781905,0.45740259919285214,0.7041775464716522,3.911969919045822,0.12378656772328243,3.913072259636809,0.060072070204416204,inf,0.12378656772328164,0.12199524206320163,0.12378656772328164,0.12378656772328205,0.12199524206320163,0.1261287695725971,3.911969919045822,0.7041775464716523,3.803451094381601e+18,0.10442782578183252,0.09049081100048247,0.13443462432562822,0.6706467388920568,0.34905286336930147,-0.18278538386350823
Adult Dataset,,['sex'],FairBalance Bias Mitigation,{},5381.0,0.9700481271193683,0.8393597228239588,1.4628563284275191,1.0874245161676688,1.9113453409919885,3.1585567749808328,1.788067457785223,0.9612515086285258,0.9754613855414571,1.0254877607256756,0.006848429506969241,1.432138552392662,0.9012426538795344,1.0372002558072815,1.4858018376701374,1.432138552392662,1.649185794273656,0.5870907680087243,4.407986558124887,1.4321385523926629,0.7041337193502141,1.4321385523926629,1.4321385523926626,0.7041337193502141,1.7708529872086067,1.4858018376701374,1.0372002558072815,3.803451094381601e+18,0.18234133076012105,0.13895675248914424,0.05652111934733979,0.6221807974033949,0.5339680677900202,-3.49549853438212
Adult Dataset,,['sex'],FairMask Bias Mitigation,{},5382.0,0.9991688942538096,0.9968052291413567,1.0013325375739135,0.9986997702130286,1.0062831196329194,1.0395113996752026,1.0032064338480113,0.9973584315966333,1.0002840763163816,1.0467292140871771,0.12668986923394002,0.9953438081188198,0.9850434978413416,1.0467292140871771,2.1154915649158896,0.9953438081188198,1.0364315220560971,0.9710732578312188,0.0,0.9953438081188198,0.9830014023660807,0.9953438081188198,0.9953438081188198,0.9830014023660807,0.9976457389864556,2.1154915649158896,1.0467292140871771,3.803451094381601e+18,0.14050396947234525,0.0724395806833633,0.09835848063511554,0.6886979692091758,0.5255109731710738,-2.4562486116827684
Adult Dataset,,['sex'],LFR,{'c': 'LFR'},5379.0,0.9989765416291841,0.9826496704129559,1.0197452220827805,1.0135730581026723,1.0534960289653428,1.4757190565124314,1.0135222518305684,0.987756137040903,1.0061621656521902,0.7880453680625403,0.17504059638991354,0.9005780992097699,0.9348991039294684,0.7945917700001536,1.3866224418308242,0.9005780992097699,1.4466965930296676,0.7358064912362696,inf,0.9005780992097699,0.8118121221405774,0.9005780992097699,0.9005780992097699,0.8118121221405774,0.9051124615456695,1.3866224418308242,0.7945917700001537,3.803451094381601e+18,0.13514847142418523,0.06778586780121934,0.10371397868327557,0.6933516820913199,0.5108541271325506,-2.2051492492244322
Adult Dataset,,['sex'],No Bias Mitigation,{},5383.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.803451094381601e+18,0.14047765252861966,0.07171257511294354,0.09838479757884115,0.6894249747795956,0.5271636385518649,-2.4699999999999998
Adult Dataset,,['sex'],Reweighing Bias Mitigation,{},5380.0,1.000660471753963,1.0143466189112595,0.9407696785105366,0.9721961856601508,0.9332283585648219,1.4124605724074961,0.8740898133768127,0.9893338355648572,1.0075953867632879,0.15065330883797862,-0.05820998493974116,0.689826554231518,0.908922114285801,0.5955261697023139,1.6080771347916376,0.689826554231518,1.6348479629400428,0.5585851300642023,4.264818062050083,0.6898265542315176,0.6749558533358102,0.6898265542315176,0.6898265542315177,0.6749558533358102,0.6830735960035721,1.6080771347916376,0.5955261697023139,3.803451094381601e+18,0.13209570595201542,0.06316614763805428,0.10676674415544539,0.697971402254485,0.5128076331859979,-1.6635583680809478
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",5929.0,0.9886320503173337,0.9857750181001238,1.0096090740043202,0.9961761388180239,1.025367268670336,0.9017682205724877,1.0638910166128799,0.9878399256721134,0.989036851629208,0.044534079212205625,-0.06345740579496163,0.31426756892725866,1.569889713213735,0.43456450919929146,0.691917736338784,0.3682478640541337,0.8495128745874546,0.3991139643974643,inf,0.36824786405413323,0.3744777026474287,0.36824786405413323,0.36824786405413246,0.3744777026474287,0.348550443839691,0.691917736338784,0.4345645091992915,4.546222995665016e+18,0.4254917544208226,0.22218855553347902,0.12475163918140275,0.22756805086429566,0.2955720328736103,-0.819517330856013
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",5931.0,0.9905476176874259,0.9876329375363309,1.0100033314629884,0.9974730534900301,1.0237390700078675,0.9155163246494112,1.0575636059654283,0.9904474730266295,0.9907555091145284,0.215742847511917,0.17179574248447846,0.38787164330818635,2.467129549354673,0.45014979071753414,0.7075204995872473,0.43545822698847625,0.8672632886628422,0.4663217625149581,inf,0.4354582269884757,0.4409808759451399,0.4354582269884757,0.4354582269884752,0.4409808759451399,0.4150918894545801,0.7075204995872473,0.45014979071753464,4.546222995665016e+18,0.42561593483012117,0.22107589906616332,0.1246274587721041,0.2286807073316114,0.2980437715904348,-0.996363074419592
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",5934.0,0.9891922592919414,0.9874255690160832,1.0062958160029736,0.9955688201358746,1.020311663467814,0.9034429529168561,1.0567850271859087,0.9870852448721623,0.9899523949770712,0.1055365951482337,-0.053426170991354785,0.33986085564879004,2.2222113995925783,0.37269907299141797,0.6152272339701306,0.38018515278217685,0.8566137120448629,0.41458539935886096,inf,0.3801851527821761,0.3889964532252037,0.3801851527821761,0.3801851527821757,0.3889964532252037,0.35436468525147524,0.6152272339701306,0.37269907299141813,4.546222995665016e+18,0.4241754420822571,0.22048480031790182,0.12606795151996822,0.22927180607987283,0.29645441266977723,-0.8513540424073778
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",5930.0,0.9866794537139149,0.9861206670597673,1.0018564585800418,0.9927732046023353,1.0171670429240756,0.8795629997337194,1.0600689177976907,0.9843927750471249,0.9876043068116774,-0.07579340490807786,-0.11775952641098315,0.21441571869050977,2.530356419310063,0.3859696055863997,0.7571981253594073,0.30809142939491285,0.8317136554690863,0.34436266579798125,inf,0.3080914293949122,0.31922608223948507,0.3080914293949122,0.3080914293949118,0.31922608223948507,0.28078078511085547,0.7571981253594073,0.3859696055863997,4.546222995665016e+18,0.42232267037552157,0.22027617723028017,0.12792072322670375,0.22948042916749456,0.2929920873444284,-0.6637572238839939
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",5933.0,0.9883659760285767,0.98701052087268,1.0046198775603616,0.994567528156927,1.0191306363361181,0.9028588997455314,1.0553840478590277,0.9875206750521597,0.9889151248729539,0.11015649439663408,-0.07674046337342584,0.3337383495775602,2.1768030147582675,0.4640564674557664,0.6958459714481481,0.3954637166581018,0.857316074720453,0.4292856980920314,inf,0.395463716658101,0.40415268328623327,0.395463716658101,0.3954637166581007,0.40415268328623327,0.3706759937520818,0.6958459714481481,0.4640564674557668,4.546222995665016e+18,0.42345519570832507,0.22033081661037154,0.12678819789390028,0.22942578978740313,0.29526601472668557,-0.8911033786640994
