data,sensitive attrs,bias mitigation,other,f1score,[SF] Statistical Parity Subgroup Fairness,f1score,[SF] Statistical Parity Subgroup Fairness,f1score,[SF] Statistical Parity Subgroup Fairness,f1score,[SF] Statistical Parity Subgroup Fairness,f1score,[SF] Statistical Parity Subgroup Fairness,f1score,[SF] Statistical Parity Subgroup Fairness
Adult Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.47529576388288336,0.005377006648442085,0.5193676766998105,0.00731306953804602,0.5633972696739766,0.0097931980706348,0.46050008648582297,0.005591994343163335,0.5296897643258718,0.007537359131730957,0.5396555063300188,0.00717104295049914
Adult Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.46809823985128307,0.006435217258140442,0.5149104137716987,0.00732198965144293,0.5539016244871159,0.008648397551708095,0.44641905252068775,0.005493361691673883,0.5202784782689432,0.006912182909411475,0.531468506077592,0.007156660004115703
Adult Dataset,"['race', 'sex']",FairBalance Bias Mitigation,{},0.6296568434683939,0.048924564262476496,0.6663921099369141,0.03942122156487017,0.6355075203171002,0.05526117714953989,0.6622124069558033,0.047347905349984676,0.6817813223828503,0.04922424000869524,0.6582052699032616,0.050016492193804864
Adult Dataset,"['race', 'sex']",FairMask Bias Mitigation,{},0.6301311156678046,0.04320250594619232,0.6543030472225804,0.04204972328087847,0.6350195570428776,0.08277766486561286,0.6562350270941899,0.041694087668712645,0.6662687977311597,0.039939476618179225,0.6651104243760074,0.042016816664402615
Adult Dataset,"['race', 'sex']",No Bias Mitigation,{},0.6314478236472221,0.04470250137419233,0.6525760723529241,0.045532359437630746,0.635953534238116,0.09598886421056309,0.6625509688273719,0.04278526145571155,0.6670468172641555,0.03913388079184019,0.662970526905605,0.042596091420769214
Adult Dataset,"['race', 'sex']",Reweighing Bias Mitigation,{},0.6187894049457349,0.03510333521272381,0.6363289567547283,0.021813815622457964,0.6381463628418935,0.04847336913696378,0.6586814682513826,0.0396853865399754,0.6417133690769783,0.017647142278471712,0.6304296188967712,0.027215504000782754
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.637693537325,0.013354827524999998,0.7205757754500001,0.020807469025,0.731818566525,0.01958885675,0.6897609767249999,0.016698213275000002,0.72480596295,0.019927567075,0.704325160225,0.020606535025
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.63512215685,0.013041989600000001,0.722218908625,0.020207665675,0.732157345425,0.020934799725,0.68624497805,0.016307323000000002,0.72435446315,0.019573671875,0.704433967925,0.019637022875
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6388578951999999,0.01319674015,0.721537309175,0.0198754355,0.732625619275,0.0205335122,0.689600390775,0.014670690824999999,0.72349978795,0.0191577797,0.70381329755,0.019031222925
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}""}",0.6351490037249999,0.011751418349999999,0.720296397275,0.0168363281,0.7321827600249999,0.016458156475,0.6888560488,0.015191910050000002,0.72180477475,0.0158069951,0.703916706175,0.01671489725
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.644555890875,0.01386690675,0.7215496475750001,0.024918127275,0.7329875986250001,0.022442166775,0.69056264275,0.018559330399999997,0.7244753364500001,0.025028096774999998,0.7037772665,0.023807598574999998
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6398649345,0.013197562325,0.718256270625,0.01951955755,0.732101710125,0.01884905245,0.689902274675,0.01644679195,0.7226002664,0.0196227568,0.70131764615,0.01955123305
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.6369543733999999,0.011742665250000001,0.722383147925,0.0211431811,0.73246270445,0.021169682025,0.689974006175,0.015300235425,0.72428877085,0.0196282698,0.7043570961750001,0.0202477556
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.633831217925,0.0120359176,0.721014266025,0.020572393325,0.73220754275,0.021099512325,0.686878513625,0.0157104694,0.72417440015,0.0195967878,0.7043619643250001,0.019510804425
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.63976831455,0.013231462250000001,0.71871784605,0.01874445075,0.732388157575,0.017768313275,0.6911312492499999,0.0171838881,0.72281862155,0.01800169655,0.701612733425,0.018539212875
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",0.631258613425,0.012070011175000001,0.720081808475,0.0167156227,0.7331679330750001,0.0161948387,0.68785580895,0.01365543045,0.721719568575,0.01472485355,0.704390316175,0.0166541576
Compas Dataset,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6379224727749999,0.01125462075,0.7199721017,0.016973669150000002,0.73234939665,0.017481105825000003,0.687418949225,0.0124476024,0.7218824339000001,0.015227696150000001,0.7020969102250001,0.016604008849999997
Compas Dataset,"['race', 'sex']",FairBalance Bias Mitigation,{},0.640934960425,0.019044666775,0.688210405575,0.01399738085,0.733609533525,0.041171771174999997,0.6721192818749999,0.037069043824999995,0.706766286925,0.030988024175,0.664492085125,0.02228151635
Compas Dataset,"['race', 'sex']",FairMask Bias Mitigation,{},0.65172813655,0.023759239125,0.722959610425,0.049843556775000006,0.7330510809499999,0.041093767275,0.661568545225,0.033628648925,0.73039207045,0.04840693985,0.7085479716,0.05016829125
Compas Dataset,"['race', 'sex']",No Bias Mitigation,{},0.65613192045,0.026229831599999996,0.7245239423250001,0.05739136995000001,0.7344759837,0.050030321425,0.675981303975,0.040432547075000005,0.731941458875,0.05306526995000001,0.7170632699749999,0.058690694275
Compas Dataset,"['race', 'sex']",Reweighing Bias Mitigation,{},0.642063799475,0.01875895855,0.7189902653,0.0161988041,0.733508338475,0.039978982950000005,0.6752765654,0.03663032615,0.731787003425,0.0260000754,0.676833517975,0.023985416675
