time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,race|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,race|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,race|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|race|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id,[DF] Differential Fairness,VAR|[DF] Differential Fairness
2024-01-24 18:38:07.667318,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6717663421418637,0.6517857142857143,0.7849462365591398,-0.0220227120711995,0.0053944649483265,-0.0162440057026828,-0.0062756147540983,0.0239701276800771,-0.0334163898117385,0.0372868652801199,0.054504402799729,0.0119138581053503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:38:07.553432,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6828929068150209,0.6914893617021277,0.6989247311827957,-0.0147563169345965,0.0135906993303474,0.0126150257052749,0.0412397540983606,0.0395353194678658,-0.0236618678479143,0.0711635750421584,0.0458676207513417,0.0100239669917073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:38:07.402602,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.6884561891515995,0.672093023255814,0.7768817204301075,0.0809202623258624,-0.1581853633988491,0.0904220849354128,-0.1376793032786885,0.1313070478331861,-0.1952011812476929,0.1858953710896792,0.3616963064295486,0.0472550153686642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:38:07.279848,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6828929068150209,0.6628959276018099,0.7876344086021505,0.2116836641054842,-0.1576146367823339,0.1571261934591955,-0.1212858606557376,0.2457908402259161,-0.191297526762643,0.3006761734802469,0.3431101547628898,0.0570739378792597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:38:07.250260,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6634214186369958,0.6431718061674009,0.7849462365591398,-0.0443276766102066,0.0126922691909089,-0.0162440057026828,-0.0300973360655737,0.0042292352579029,-0.0281469176818014,0.0066610455311971,0.0451784920752482,0.0056967546874909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:31:14.290098,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6634214186369958,0.6470588235294118,0.7688172043010753,-0.0321243673260661,0.0092509009327303,-0.0118373871344018,0.0167776639344262,0.0148424743702989,-0.0254152823920266,0.0236728072235148,0.041860465116279,0.0083952174341971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:25:35.007985,1,Compas Dataset,EqOdds ALT,LogisticRegression,,"['sex', 'race']",{'c': 'EqO ALT'},0.5785813630041725,0.6844919786096256,0.3440860215053763,0.3155477878511284,-0.4023416210991288,0.2863438026526116,-0.4640112704918032,0.3293851548488985,-0.425203026947213,0.6194407389695704,3.198542172856647,0.153011542456781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:25:34.938694,1,Compas Dataset,EqOdds,LogisticRegression,,"['sex', 'race']",{'c': 'EqO'},0.5771905424200278,0.6808510638297872,0.3440860215053763,0.338491050262476,-0.3927483408161933,0.2863438026526116,-0.4640112704918032,0.3469445113627238,-0.4165836101882613,0.6335508468362783,3.0428715874620824,0.1538297859993307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1995809356,,
2024-01-24 18:24:51.165119,1,Compas Dataset,EqOdds ALT,LogisticRegression,,"['sex', 'race']",{'c': 'EqO ALT'},0.56884561891516,0.7184466019417476,0.37,0.1942708333333333,-0.3860806704519968,0.1468749999999999,-0.4853126365295161,0.1944444444444444,-0.4211621711621711,0.4375,3.1938131313131306,0.151024932248274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1378597008,,
2024-01-24 18:24:51.076969,1,Compas Dataset,EqOdds,LogisticRegression,,"['sex', 'race']",{'c': 'EqO'},0.5591098748261474,0.6930232558139535,0.3725,0.273248106060606,-0.3659167296871977,0.159375,-0.4810207910359538,0.261111111111111,-0.4013819513819513,0.5108695652173912,2.6467940272288097,0.1576231088998977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1378597008,,
2024-01-24 18:05:32.714020,3,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4492350486787204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001857006621389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901825,0.0,0.0
2024-01-24 18:05:32.695270,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6726935558646269,0.6860681488708122,0.7473757179639532,-0.0152707008746324,0.0028503852574167,-0.0613593429969736,0.0554996196151392,0.0238959182687999,-0.0251762874470847,0.0378592385443289,0.0469570636767548,0.013769575138808,8.296349026113998e-05,0.0002081779006884,0.0001293081416693,2.113958312190185e-05,0.0003105198334028,0.0012609665720683,0.0004437065870604,0.0002504927481195,0.0005939484766135,0.0005962957856221,0.0014887611820897,3.821142812269253e-05,-418901825,0.2158877935517018,0.0031698030617018
2024-01-24 18:05:32.678167,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6620305980528512,0.705642304481716,0.6624099450386215,-0.033480975112167,-0.006914008886725,-0.0734161492803708,0.0479628752152951,0.0081692013409992,-0.0341523395974073,0.0251041610298241,0.0877314817391118,0.0136689872801494,0.0001405650845357,0.0001833971884755,0.000174339105512,0.0006886566058734,0.0006913592819504,0.0009903557672472,0.0018783542008366,0.0001512497589664,0.001302380932524,0.0001550860438771,0.0025412308302475,6.539256439027318e-05,-418901825,0.2034534102812081,0.0094027435858822
2024-01-24 18:05:32.659874,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.688919796012981,0.7004670369046524,0.7600097172707466,0.0722135564888435,-0.1869207132362214,0.04003794835895,-0.1499178817416239,0.1206855068258039,-0.2187761985877029,0.1732158509046473,0.4184272130172782,0.0534347207365094,0.0002286869265229,0.0002611431303402,0.0001270193593135,0.0003939706173632,0.0011114263808402,0.0019764081729878,0.0009699769780749,0.0001236022219913,0.0011781657485599,0.0001366603489959,0.0055680212980632,6.251592026159943e-05,-418901825,0.4333196370464483,0.0041442327057681
2024-01-24 18:05:32.643897,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6842837273991655,0.6911652454539213,0.7708828480887305,0.2141599231446487,-0.1744624185346753,0.134552081669609,-0.1219896793904878,0.2429687169500853,-0.2023490604838538,0.298714076103823,0.3711334340425469,0.0627758509184767,0.000163777667303,0.0001565406868124,0.0001676329815892,0.0002231146615167,0.0005512103092473,0.0020110642213642,0.0002597173870103,0.0005814502134277,0.0005731372451353,0.0003125126796114,0.0027047247924741,3.5115445208201846e-05,-418901825,0.5443208839440193,0.0002746744324502
2024-01-24 18:05:32.626654,3,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6643486323597588,0.6793417201276174,0.7399748093681917,-0.0722079778943527,0.0100559364745459,-0.1027024751727904,0.0474987367405727,-0.0294211421908994,-0.0189080924176974,0.0577652498937073,0.0498298196822889,0.0114889388819143,0.0001190719523437,0.0003546434902989,0.0001669675000726,0.0015111342357152,0.0007469016426086,0.0011930670960232,0.0017492225041963,0.001279598467417,0.0007640715082787,0.0043058086081958,0.0008597292697768,4.9686820198461495e-05,-418901825,0.2318769239825956,0.0153980787785617
2024-01-24 18:05:32.608758,3,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6675938803894298,0.681351637411186,0.7439591998415528,-0.0148368601647543,-0.0173434671160694,-0.06235729342167,0.0103451590327986,0.0225725557801444,-0.0483315090802009,0.0343592082704478,0.0853758650600721,0.0181316063171754,0.0001083253862477,0.0002222507143471,0.0003948284431897,0.0003554879489489,0.0010163809017135,0.0022808343640482,0.0015595795997384,0.000667159784058,0.0012557645826144,0.0014738088044863,0.0043809291899895,2.179666389066098e-05,-418901825,0.2665245108867919,0.0077388329422139
2024-01-24 18:05:32.588743,1,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4325452016689847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.0,0.0
2024-01-24 18:05:32.553263,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6842837273991655,0.7061503416856492,0.7598039215686274,-0.0106660953870894,0.0193001443001443,-0.0330480579328504,0.058080808080808,0.0425178976776671,0.0030596096360119,0.0659266278597535,0.0050028752156411,0.0077839527546565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.1367268506959634,0.0
2024-01-24 18:05:32.428773,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6689847009735744,0.7236842105263158,0.6740196078431373,-0.0564386467597394,0.0279637029637029,-0.0410138248847925,0.0757575757575758,0.0095537429219986,0.0139089150694566,0.0178164395031865,0.0260926933861125,0.0025495153406156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.0683347602424024,0.0
2024-01-24 18:05:32.292861,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.7009735744089013,0.7208237986270023,0.7720588235294118,0.0469889396063151,-0.1721348096348096,0.0851217906517446,-0.1376262626262626,0.1266681633365761,-0.1907156673114119,0.1783694544943623,0.349645390070922,0.0458661291664167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.4053150593420339,0.0
2024-01-24 18:05:32.136671,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.694019471488178,0.7070484581497798,0.7867647058823529,0.2352460166306732,-0.1668401043401043,0.1866359447004608,-0.1148989898989899,0.2767592107560678,-0.1808774397749252,0.3236675515621809,0.3160457792457176,0.059283002005954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.5388464519665566,0.0
2024-01-24 18:05:32.077974,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6787204450625869,0.7053364269141531,0.7450980392156863,-0.0604785266088342,-0.0019751082251081,-0.053982883475971,0.0246212121212121,0.0024819775998403,-0.0197907508352382,0.0041266615515418,0.0333753428719698,0.0063602476782581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.0724550792154223,0.0
2024-01-24 17:57:25.370824,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6815020862308763,0.701123595505618,0.7647058823529411,0.00650293089501,-0.0101863414363414,-0.0126398946675444,0.0119949494949495,0.0590935169248422,-0.0287937401090205,0.0886402753872633,0.0472412549585286,0.0160186164913794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901826,0.18472094719145,0.0
2024-01-24 17:51:11.068281,1,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4492350486787204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.0,0.0
2024-01-24 17:51:11.038007,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6620305980528511,0.6791569086651054,0.7323232323232324,-0.0135971287573299,-0.021586644666698,-0.0395941947301676,0.0285076055738751,0.0253392548729336,-0.0564106988783433,0.0412499497931477,0.0981504833963851,0.0222802106928762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.2628752506819821,0.0
2024-01-24 17:51:10.936518,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6453407510431154,0.6910569105691057,0.6439393939393939,-0.0472547409999255,-0.0355196832928049,-0.0631957164999296,-0.0132432719923413,-0.0075376264495435,-0.0730543572044866,0.0148629253934662,0.1495724985867723,0.0215432111900123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.2912939627681832,0.0
2024-01-24 17:51:10.784317,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.6675938803894298,0.6812933025404158,0.7449494949494949,0.095490992842705,-0.2330844318887402,0.0554459630829928,-0.1926922667801298,0.1302862077473476,-0.2671095772217429,0.1842431220669562,0.5221277744046415,0.0643472138130342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.5223429681424838,0.0
2024-01-24 17:51:10.546883,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6662030598052852,0.6764705882352942,0.7550505050505051,0.2047143682690874,-0.2062600135726943,0.1398478230238128,-0.1442931603020956,0.2300518134715026,-0.2357549611734253,0.2875647668393782,0.4408803407770749,0.0711194848354131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.5667947307133178,0.0
2024-01-24 17:51:10.479719,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6522948539638387,0.6713615023474179,0.7222222222222222,-0.1245863180276928,-0.0157372339574629,-0.1239960546709877,0.0117008828847994,-0.0793733037256353,-0.0523123382226056,0.1501657097512019,0.0910196361016031,0.0214561640046347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.3751144134552047,0.0
2024-01-24 17:43:23.717288,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6564673157162726,0.6778042959427207,0.7171717171717171,-0.0393520405081615,-0.0594726851588442,-0.0476257573622657,-0.0388256568450164,0.0036762891685171,-0.0980672993960311,0.0062765912633219,0.1784749701651906,0.0246053377334073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901827,0.2262512834127663,0.0
2024-01-24 17:37:38.511789,1,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4659248956884562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901828,0.0,0.0
2024-01-24 17:37:38.480702,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6717663421418637,0.6728971962616822,0.75,-0.0215488784794778,0.0108376561388038,-0.1114357763279029,0.0799104451907345,0.0038306022557991,-0.0221777730989227,0.0064011379800853,0.0377178324182383,0.0112445619688913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418901828,0.2480612792771599,0.0
