time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[A_AOD] Absolute Average Odds Difference,VAR|sex|[A_EOD] Absolute Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|[SF] Statistical Parity Subgroup Fairness,id,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask
2024-02-15 03:44:11.487170,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.7942892232115444,0.6439688715953308,0.4046454767726161,0.1454597479080835,0.2517437862265448,0.1454597479080835,0.2517437862265448,-0.0031092572976777,0.0006845745150687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249594615904948e+17,,
2024-02-15 03:05:51.241148,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.6300417246175244,0.6650602409638554,0.684863523573201,0.0029598849660594,0.0583625563586918,0.0029598849660594,0.0583625563586918,0.0354431615690677,0.0056174450297024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4585207111067576e+18,,
2024-02-15 03:05:51.211013,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.627260083449235,0.6626506024096386,0.6823821339950372,0.091253518059721,0.1480712803263436,0.091253518059721,0.1480712803263436,0.1231967193106646,0.0195256508711488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4585207111067576e+18,,
2024-02-15 03:05:51.180780,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6453407510431154,0.6615720524017468,0.7518610421836228,-0.0323219189795009,-0.042045373219781,0.0323219189795009,0.042045373219781,-0.012754167988869,0.0020214290826581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4585207111067576e+18,,
2024-02-15 02:56:05.637882,1.0,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.62,0.68,0.7846153846153846,0.0415151515151515,0.155,0.0415151515151515,0.155,0.0868055555555555,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34485103599498e+18,,
2024-02-15 02:56:05.607740,1.0,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.63,0.6944444444444444,0.7692307692307693,-0.1018939393939394,0.05,0.1018939393939394,0.05,-0.0399305555555555,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34485103599498e+18,,
2024-02-15 02:56:05.577403,1.0,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=15, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 14}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.726027397260274,0.8153846153846154,-0.0314393939393939,-0.0249999999999999,0.0314393939393939,0.0249999999999999,-0.0121527777777777,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34485103599498e+18,,
2024-02-15 02:54:01.943175,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.8262204482652747,0.631578947368421,0.579088471849866,-0.1094144330846458,-0.1238095238095238,0.1094144330846458,0.1238095238095238,-0.1769194293096764,0.0393214624102886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.578009849848308e+18,,
2024-02-15 02:54:01.913179,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.8256063862450107,0.6271428571428571,0.5884718498659517,-0.0834102728802883,-0.0778033794162825,0.0834102728802883,0.0778033794162825,-0.1663307469209477,0.0369680607621627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.578009849848308e+18,,
2024-02-15 02:54:01.893186,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.7890696960393,0.5637149028077754,0.3498659517426273,0.0454921726209045,0.0374039938556067,0.0454921726209045,0.0374039938556067,0.0036183476650608,0.0008042006593295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.578009849848308e+18,,
2024-02-15 02:12:09.819859,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.6175243393602226,0.6463963963963963,0.7086419753086419,0.0423873988847876,0.1122607921673343,0.0423873988847876,0.1122607921673343,0.0884525817072191,0.0127843299591265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86287740869089e+18,,
2024-02-15 02:12:09.781343,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.6133518776077886,0.6453089244851259,0.6962962962962963,0.0525750019634022,0.0977970627503338,0.0525750019634022,0.0977970627503338,0.0906341176155678,0.0130996342083832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86287740869089e+18,,
2024-02-15 02:12:09.742054,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6328233657858137,0.6577181208053692,0.725925925925926,0.1238489554700384,0.1505340453938585,0.1238489554700384,0.1505340453938585,0.1603763484033298,0.0231796982751116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86287740869089e+18,,
2024-02-15 01:59:52.110078,1.0,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68,0.75,0.8333333333333334,-0.023076923076923,-0.0461538461538461,0.023076923076923,0.0461538461538461,-0.030441400304414,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.709164152029158e+18,,
2024-02-15 01:59:52.074855,1.0,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.66,0.75,0.7916666666666666,-0.0742673992673992,-0.1961538461538461,0.0742673992673992,0.1961538461538461,-0.1278538812785388,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.709164152029158e+18,,
2024-02-15 01:59:52.031818,1.0,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=15, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 14}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.61,0.7037037037037037,0.7916666666666666,-0.124084249084249,-0.0576923076923077,0.124084249084249,0.0576923076923077,-0.0948756976154237,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.709164152029158e+18,,
2024-02-15 01:57:13.402805,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.8348173165489714,0.6671289875173371,0.6174582798459564,-0.098360543270118,-0.1211867084761417,0.098360543270118,0.1211867084761417,-0.174428589543595,0.0386421669055261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182322553804166e+18,,
2024-02-15 01:57:13.369985,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.8338962235185754,0.6616847826086957,0.6251604621309371,-0.0908511635655804,-0.1019713653710591,0.0908511635655804,0.1019713653710591,-0.1757719583568433,0.0389397711115399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182322553804166e+18,,
2024-02-15 01:57:13.347061,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.8041142155357691,0.6477987421383647,0.3966623876765083,0.1137741044309282,0.1706166897591093,0.1137741044309282,0.1706166897591093,0.0110546019636928,0.0024489894418851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182322553804166e+18,,
2024-02-15 01:09:00.878885,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.6675938803894298,0.6856435643564357,0.712082262210797,0.0722803451235488,0.0098089171974522,0.0722803451235488,0.0098089171974522,0.0871664756916025,0.012360700323622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.939927217492976e+18,,
2024-02-15 01:09:00.835948,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.6675938803894298,0.6847290640394089,0.7146529562982005,0.1263304648326331,0.0726963906581741,0.1263304648326331,0.0726963906581741,0.1426583728924537,0.0202297658817589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.939927217492976e+18,,
2024-02-15 01:09:00.795288,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6564673157162726,0.6731707317073171,0.7095115681233933,-0.0494390048335366,-0.1356687898089171,0.0494390048335366,0.1356687898089171,-0.0405958422000327,0.0057567205263066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.939927217492976e+18,,
2024-02-15 00:47:24.552348,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.6383866481223922,0.6346153846153846,0.7694300518134715,0.0974257662835249,0.0434626436781609,0.0974257662835249,0.0434626436781609,0.1254754717907187,0.0197809892815898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995730062447982e+18,,
2024-02-15 00:47:24.519586,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.6481223922114048,0.6417910447761194,0.7797927461139896,0.1047054597701149,0.0989942528735632,0.1047054597701149,0.0989942528735632,0.1502122751478564,0.0236807031865073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995730062447982e+18,,
2024-02-15 00:47:24.497149,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.6522948539638387,0.6410788381742739,0.8005181347150259,0.0940613026819923,0.0436781609195402,0.0940613026819923,0.0436781609195402,0.1277209256668875,0.0201349811687922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995730062447982e+18,,
2024-02-15 00:32:55.786425,1.0,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.65,0.7027027027027027,0.8,-0.0364527389903329,-0.0663265306122449,0.0364527389903329,0.0663265306122449,-0.0772058823529411,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800718921302487e+18,,
2024-02-15 00:32:55.745557,1.0,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.67,0.7105263157894737,0.8307692307692308,-0.015406820622986,-0.024234693877551,0.015406820622986,0.024234693877551,-0.0606617647058823,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800718921302487e+18,,
2024-02-15 00:32:55.702472,1.0,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=15, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 14}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.66,0.6962025316455697,0.8461538461538461,0.0207773899033297,0.0382653061224489,0.0207773899033297,0.0382653061224489,-0.0128676470588234,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800718921302487e+18,,
2024-02-15 00:28:52.276728,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.841879029782008,0.6964028776978417,0.6142131979695431,-0.1039655373912459,-0.1196819534988884,0.1039655373912459,0.1196819534988884,-0.1921591030204847,0.0424901883466036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283278666486768e+18,,
2024-02-15 00:28:52.221791,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.8388087196806877,0.685472496473907,0.616751269035533,-0.0868974060473466,-0.092977101154363,0.0868974060473466,0.092977101154363,-0.1819129026069533,0.0402245502448188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283278666486768e+18,,
