time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|[SF] Statistical Parity Subgroup Fairness,id,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask
2024-02-15 04:14:47.017373,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.8268345102855389,0.6808873720136519,0.5141752577319587,-0.0258327969127133,-0.0303007518796992,0.0258327969127133,0.0303007518796992,-0.0688766682967144,0.0090817830875404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.869554572194232e+17,,
2024-02-15 03:50:59.815809,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6411682892906815,0.6854460093896714,0.7019230769230769,-0.1169225745278268,-0.1172223805452644,0.1169225745278268,0.1172223805452644,-0.1380328458795433,0.0326465632804022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07679840940071e+18,,
2024-02-15 03:50:59.785795,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6536856745479833,0.6992840095465394,0.7043269230769231,-0.085440148760831,-0.0735727177733447,0.085440148760831,0.0735727177733447,-0.1067900022900513,0.0252572244327908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07679840940071e+18,,
2024-02-15 03:50:59.755792,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6300417246175244,0.6720183486238532,0.7043269230769231,-0.0406217658626552,-0.0241759285646432,0.0406217658626552,0.0241759285646432,-0.0566542349592698,0.0133994634024617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07679840940071e+18,,
2024-02-15 03:25:18.744406,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.8517040221062327,0.691358024691358,0.612859097127223,0.0693523245161491,0.1583235128349643,0.0693523245161491,0.1583235128349643,-0.0558010315723663,0.0067310209445676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3367355227873968e+17,,
2024-02-15 03:25:18.724450,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.8510899600859687,0.6909937888198758,0.6087551299589603,0.0279744764211789,0.06914484808116,0.0279744764211789,0.06914484808116,-0.0620084401375429,0.0074797919956817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3367355227873968e+17,,
2024-02-15 03:25:18.694445,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.8409579367516119,0.6939890710382514,0.521203830369357,0.0034363559452163,0.0144233232566479,0.0034363559452163,0.0144233232566479,-0.056078462019381,0.0067644860991875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3367355227873968e+17,,
2024-02-15 03:00:58.571040,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6606397774687065,0.6431297709923665,0.8553299492385786,-0.0871984257539592,-0.0744150465588646,0.0871984257539592,0.0744150465588646,-0.1218731238743245,0.0282729258106511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.553500992221261e+18,,
2024-02-15 03:00:58.540627,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6439499304589708,0.6292134831460674,0.8527918781725888,-0.1045373832102258,-0.0684270226067689,0.1045373832102258,0.0684270226067689,-0.1299196184377292,0.0301396043415267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.553500992221261e+18,,
2024-02-15 03:00:58.515469,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6328233657858137,0.6128472222222222,0.8959390862944162,-0.0672510434280238,-0.0143237753567754,0.0672510434280238,0.0143237753567754,-0.0857764658795277,0.019898986577324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.553500992221261e+18,,
2024-02-15 02:34:11.537151,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.842493091802272,0.6923076923076923,0.6054333764553687,-0.0241388394380118,-0.0060171919770773,0.0241388394380118,0.0060171919770773,-0.0787708631962235,0.0093971096852965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217028483534111e+17,,
2024-02-15 02:34:11.507106,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.841879029782008,0.6897058823529412,0.6067270375161707,-0.0309308715491986,-0.0369818529130849,0.0309308715491986,0.0369818529130849,-0.0699016835953365,0.008339045191062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217028483534111e+17,,
2024-02-15 02:34:11.476976,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.8274485723058029,0.6666666666666666,0.5459249676584734,-0.0451470971914202,-0.043476599808978,0.0451470971914202,0.043476599808978,-0.0840359508370564,0.0100252176436967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217028483534111e+17,,
2024-02-15 02:06:02.927857,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6258692628650904,0.6226012793176973,0.7604166666666666,-0.1242675806042142,-0.0977777777777777,0.1242675806042142,0.0977777777777777,-0.1424558177546225,0.0323699466690911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700615923127529e+18,,
2024-02-15 02:06:02.889348,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6342141863699583,0.6295503211991434,0.765625,-0.1733003300330033,-0.122051282051282,0.1733003300330033,0.122051282051282,-0.1895750332005311,0.0430767504705384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700615923127529e+18,,
2024-02-15 02:06:02.847956,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6356050069541029,0.6205533596837944,0.8177083333333334,-0.0365033426419564,-0.0147008547008546,0.0365033426419564,0.0147008547008546,-0.0572751728130214,0.0130145214049028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700615923127529e+18,,
2024-02-15 01:33:11.213634,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.8378876266502917,0.6615384615384615,0.6615384615384615,-0.0192653031819517,0.0152962258225416,0.0192653031819517,0.0152962258225416,-0.0940043676791741,0.011873154055001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.857224998831141e+18,,
2024-02-15 01:33:11.184351,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.8381946576604237,0.6619718309859155,0.6628205128205128,-0.0199765407352946,0.0138737507158559,0.0199765407352946,0.0138737507158559,-0.0943648579459369,0.0119186855188923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.857224998831141e+18,,
2024-02-15 01:33:11.163466,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.8366595026097636,0.6861861861861862,0.5858974358974359,-0.0390170313454084,-0.0448726238199922,0.0390170313454084,0.0448726238199922,-0.0820790809662631,0.010366939292984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.857224998831141e+18,,
2024-02-15 01:01:57.041507,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.627260083449235,0.657074340527578,0.6867167919799498,-0.0938131934196862,-0.1081871345029239,0.0938131934196862,0.1081871345029239,-0.1194929513043762,0.028300007157213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005768541897249e+18,,
2024-02-15 01:01:57.013123,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.631432545201669,0.6595238095238095,0.6942355889724311,-0.160256578818468,-0.1564327485380117,0.160256578818468,0.1564327485380117,-0.1831762418935917,0.0433823828103087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005768541897249e+18,,
2024-02-15 01:01:56.982659,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6063977746870653,0.657608695652174,0.606516290726817,-0.0077380197392911,-0.0540935672514619,0.0077380197392911,0.0540935672514619,-0.0365584723197804,0.0086582933722273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005768541897249e+18,,
2024-02-15 00:40:39.068103,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6578581363004172,0.6688453159041394,0.7655860349127181,-0.162648160473909,-0.1513052895576835,0.162648160473909,0.1513052895576835,-0.1686056998556998,0.036163269569658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1760448010833096e+18,,
2024-02-15 00:40:39.022215,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6397774687065368,0.6591928251121076,0.7331670822942643,-0.1143925557115722,-0.0848153214774281,0.1143925557115722,0.0848153214774281,-0.1170544733044732,0.025106342644803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1760448010833096e+18,,
2024-02-15 00:40:38.971652,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.6495132127955494,0.6529774127310062,0.7930174563591023,-0.0571471260068484,-0.0765788873689009,0.0571471260068484,0.0765788873689009,-0.0666486291486291,0.0142950822209025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1760448010833096e+18,,
2024-02-15 00:07:19.798071,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.8335891925084433,0.6549019607843137,0.6431322207958922,-0.0613709205515803,-0.09528243327126,0.0613709205515803,0.09528243327126,-0.0985104333357217,0.0116643503437814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1962753885997486e+18,,
2024-02-15 00:07:19.769125,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.8335891925084433,0.6544980443285529,0.6444159178433889,-0.0694019931994477,-0.1139487452336615,0.0694019931994477,0.1139487452336615,-0.0992221771079637,0.0117486259725987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1962753885997486e+18,,
2024-02-15 00:07:19.738052,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.8299048203868591,0.6865671641791045,0.5314505776636713,-0.0224806641630923,-0.0255830451361177,0.0224806641630923,0.0255830451361177,-0.0719752880014648,0.0085223965311623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1962753885997486e+18,,
2024-02-14 23:41:42.338753,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6244784422809457,0.633177570093458,0.7057291666666666,-0.1317778082499921,-0.0922801706343745,0.1317778082499921,0.0922801706343745,-0.1640522875816993,0.0378713287849567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115626580036122e+18,,
2024-02-14 23:41:42.311838,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6216968011126565,0.6339712918660287,0.6901041666666666,-0.0814799844280181,-0.0356405669464703,0.0814799844280181,0.0356405669464703,-0.1135411429529076,0.0262108747081501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115626580036122e+18,,
2024-02-14 23:41:42.281886,1.0,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.60778859527121,0.6128318584070797,0.7213541666666666,-0.0379364835873823,-0.0538048713361771,0.0379364835873823,0.0538048713361771,-0.0756158873805933,0.0174558622410588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115626580036122e+18,,
2024-02-14 23:12:18.851688,1.0,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.8385016886705557,0.6880222841225627,0.6206030150753769,-0.041674261270765,-0.0315058479532164,0.041674261270765,0.0315058479532164,-0.1044059671875137,0.0134114199510202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87921541493756e+18,,
2024-02-14 23:12:18.814208,1.0,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.8372735646300277,0.6852367688022284,0.6180904522613065,-0.0568201479603215,-0.0723684210526315,0.0568201479603215,0.0723684210526315,-0.1020157751208672,0.0131043889408882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87921541493756e+18,,
2024-02-14 23:12:18.777829,1.0,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 30}, KL divergence loss: {'weight': 0.005}""}",0.828983727356463,0.7558886509635975,0.4434673366834171,0.0235747312130725,0.0625,0.0235747312130725,0.0625,-0.0446680443722975,0.0057378128626668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87921541493756e+18,,
2024-02-14 22:41:09.920073,1.0,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6425591098748261,0.6658986175115207,0.7206982543640897,-0.0953384692269781,-0.0536943676478559,0.0953384692269781,0.0536943676478559,-0.0997675019374838,0.0224117486618913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5105999115423503e+18,,
2024-02-14 22:41:09.887220,1.0,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.650904033379694,0.6728110599078341,0.7281795511221946,-0.0749062585587893,-0.085542364612132,0.0749062585587893,0.085542364612132,-0.087384827348661,0.019630107493602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5105999115423503e+18,,
