time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
49:32.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.660639777,0.66017316,0.778061224,0.042979278,0.005942029,0.067631864,0.09709525,0.010888636,0.102138212,0,0,0,0,0,0,0,0,0,54.40,,,,,,,,
49:32.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.639777469,0.669211196,0.670918367,-0.015982398,-0.052898551,0.006427971,0.011650697,0.001034894,0.011719098,0,0,0,0,0,0,0,0,0,54.50,,,,,,,,
49:32.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.653685675,0.660674157,0.75,0.116083424,0.085217391,0.140442148,0.192114259,0.02261099,0.213334641,0,0,0,0,0,0,0,0,0,54.60,,,,,,,,
49:32.5,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.653685675,0.653763441,0.775510204,0.264770872,0.193913043,0.278373183,0.320350091,0.044817694,0.386177453,0,0,0,0,0,0,0,0,0,54.70,,,,,,,,
49:32.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64255911,0.644539615,0.767857143,0.000659459,-0.023333333,0.024366214,0.036423722,0.003922926,0.037103627,0,0,0,0,0,0,0,0,0,54.80,,,,,,,,
44:39.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.650904033,0.652928416,0.767857143,0.025811263,0.005072464,0.0520966,0.076303101,0.027681005,0.19633981,0,0,0,0,0,0,0,0,0,54.90,-0.081743989,-0.049686525,-0.107072025,0.176853448,0,0,0,0
44:25.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.688456189,0.719907407,0.751207729,0.075345962,0.03092006,0.11705314,0.168556522,0.018748029,0.184591958,0,0,0,0,0,0,0,0,0,55.00,,,,,,,,
44:20.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69123783,0.720183486,0.758454106,0.101956606,0.060331825,0.144830918,0.200535117,0.023197108,0.223812671,0,0,0,0,0,0,0,0,0,55.10,,,,,,,,
44:20.3,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66620306,0.712195122,0.70531401,-0.142845519,-0.168363499,-0.096509662,0.195737906,0.015457646,0.178763489,0,0,0,0,0,0,0,0,0,55.20,,,,,,,,
39:41.5,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.678720445,0.705617978,0.758454106,-0.002103042,-0.030731523,0.042342995,0.064865865,0.039136415,0.307784381,0,0,0,0,0,0,0,0,0,55.30,-0.150008609,-0.05609665,-0.161287522,0.285538651,0,0,0,0
39:26.1,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.681502086,0.709750567,0.756038647,-0.008602959,-0.027526395,0.040615942,0.062889201,0.006505326,0.064953755,0,0,0,0,0,0,0,0,0,55.40,,,,,,,,
39:26.0,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.734908136,0.676328502,-0.077489456,-0.129901961,-0.037391304,0.074782609,0.005988846,0.072118417,0,0,0,0,0,0,0,0,0,55.50,,,,,,,,
39:25.9,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.682892907,0.715277778,0.746376812,0.060146053,0.063348416,0.11705314,0.168556522,0.018748029,0.184591958,0,0,0,0,0,0,0,0,0,55.60,,,,,,,,
39:25.8,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.680111266,0.707207207,0.758454106,0.16798919,0.112368024,0.200386473,0.257639752,0.032095264,0.297920644,0,0,0,0,0,0,0,0,0,55.70,,,,,,,,
39:25.7,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.707482993,0.753623188,-0.06253144,-0.076357466,-0.011485507,0.019010495,0.001839597,0.018832053,0,0,0,0,0,0,0,0,0,55.80,,,,,,,,
34:56.0,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.66620306,0.704225352,0.724637681,-0.030295871,-0.050904977,0.014601449,0.024167916,0.033221075,0.292369682,0,0,0,0,0,0,0,0,0,55.90,-0.141319194,-0.048275003,-0.151105054,0.27887342,0,0,0,0
34:41.7,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68984701,0.695842451,0.791044776,0.045110858,0.145629987,0.124267245,0.168362074,0.017960736,0.184358118,0,0,0,0,0,0,0,0,0,56.00,,,,,,,,
34:36.9,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.692628651,0.696312364,0.798507463,0.088959755,0.180924105,0.165636125,0.212960732,0.02393991,0.239477136,0,0,0,0,0,0,0,0,0,56.10,,,,,,,,
34:36.9,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.670375522,0.676659529,0.786069652,-0.062076815,0.002746335,0.001552504,0.002385555,0.000224388,0.002388405,0,0,0,0,0,0,0,0,0,56.20,,,,,,,,
29:59.2,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.687065369,0.685534591,0.813432836,0.00916261,0.0575617,0.071294735,0.098715787,0.034842087,0.315081047,0,0,0,0,0,0,0,0,0,56.30,-0.138771772,-0.128391473,-0.154087561,0.252047007,0,0,0,0
29:43.3,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.684283727,0.684989429,0.805970149,-0.033773723,0.052106142,0.039548703,0.057277432,0.005716099,0.058983241,0,0,0,0,0,0,0,0,0,56.40,,,,,,,,
29:43.2,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66759388,0.698296837,0.713930348,-0.054200435,0.004713305,0.009381943,0.01619349,0.001356002,0.016326038,0,0,0,0,0,0,0,0,0,56.50,,,,,,,,
29:43.1,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.681502086,0.690949227,0.778606965,0.042813495,0.116645018,0.11176691,0.154754183,0.016154023,0.168127787,0,0,0,0,0,0,0,0,0,56.60,,,,,,,,
29:42.9,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.680111266,0.685344828,0.791044776,0.145395991,0.175468547,0.199068498,0.245908144,0.028771996,0.282241094,0,0,0,0,0,0,0,0,0,56.70,,,,,,,,
29:42.9,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.657858136,0.665957447,0.778606965,-0.061667443,-0.002709222,-0.003506518,0.005388064,0.000506808,0.0053736,0,0,0,0,0,0,0,0,0,56.80,,,,,,,,
25:13.1,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.685674548,0.694690265,0.781094527,-0.034458952,0.038894043,0.036470462,0.055364798,0.040774836,0.338499607,0,0,0,0,0,0,0,0,0,56.90,-0.184144423,-0.17877907,-0.200392503,0.35725405,0,0,0,0
24:59.8,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.666666667,0.718253968,0.82526089,-0.020923514,0.021095008,-0.047412823,0.193216622,0.026,0.169785817,0.001488889,0.002015621,0.00372389,0.019346764,0.005631765,0.024107156,0.034035313,0.000489707,0.02194354,57.00,,,,,,,,
24:59.8,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.67,0.712753224,0.845724324,-0.016454576,0.045439045,-0.032325441,0.223445739,0.0311,0.199067581,0.001866667,0.001408547,0.004353751,0.02251459,0.010948419,0.030633229,0.032113512,0.000420407,0.018985428,57.10,,,,,,,,
24:59.8,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.68442132,0.899084008,-0.012045941,0.054314673,-0.004569766,0.056018533,0.009766667,0.055040608,0,0.000114343,1.97E-05,0.001995282,3.04E-05,0.002710389,0.000869265,2.42E-05,0.000743844,57.20,,,,,,,,
24:59.7,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.693333333,0.699569337,0.939770375,-0.036072746,0.02304632,-0.042889212,0.133486064,0.0212,0.121642158,0.000422222,0.000557362,0.000102948,0.011601565,0.007043243,0.016142829,0.0159434,0.000350747,0.011653053,57.30,,,,,,,,
24:59.7,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.696666667,0.700664657,0.944141205,0.007304955,0.045978971,-0.004750559,0.081174164,0.014233333,0.07901475,0.000622222,0.000580396,7.80E-05,0.001946275,0.001580321,0.005544827,0.001878526,4.30E-05,0.001479069,57.40,,,,,,,,
24:59.7,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.62,0.747383743,0.642093816,-0.006216858,0.042360519,-0.017906835,0.421395133,0.037066667,0.349105557,0.0002,0.000174966,0.000984577,0.041508254,0.025842067,0.047063237,0.141932187,0.000612762,0.064876928,57.50,,,,,,,,
24:59.6,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.686666667,0.692381407,0.944141205,-0.018448785,0.045978971,-0.018520818,0.062472293,0.0109,0.060141941,0.000355556,0.000438337,7.80E-05,0.001729153,0.001580321,0.004018137,0.002596783,7.51E-05,0.002225165,57.60,,,,,,,,
24:59.6,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.696666667,0.70216771,0.9390907,-0.086141768,-0.003097471,-0.089726015,0.128429992,0.0191,0.111865987,0.000688889,0.000783043,0.000176994,0.006982459,0.003008006,0.010651035,0.02407587,0.000490447,0.017423054,57.70,,,,,,,,
24:59.6,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656666667,0.667945439,0.954723216,-0.004475601,0.035189921,0.000559142,0.008885329,0.001666667,0.008897631,0.000155556,0.000333994,0.000140434,1.57E-05,0.00153128,9.22E-05,2.59E-05,8.29E-07,2.62E-05,57.80,,,,,,,,
24:59.6,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.686666667,0.69579895,0.934238869,0.01129673,0.059761296,0.0019591,0.138149116,0.023833333,0.133892408,0.001422222,0.000752699,0.000214117,0.009611966,0.003821917,0.015637918,0.005005673,9.85E-05,0.0035965,57.90,,,,,,,,
24:59.5,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.72,0.75,0.863636364,-0.214787582,-0.082352941,-0.259934549,0.447665056,0.0556,0.369951953,0,0,0,0,0,0,0,0,0,58.00,,,,,,,,
24:57.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.73,0.753246753,0.878787879,-0.224591503,-0.101960784,-0.274427302,0.472624799,0.0587,0.387046386,0,0,0,0,0,0,0,0,0,58.10,,,,,,,,
24:57.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.686046512,0.893939394,-0.075204248,0.050980392,-0.077606358,0.096231884,0.0166,0.091878739,0,0,0,0,0,0,0,0,0,58.20,,,,,,,,
23:00.1,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.72,0.720930233,0.939393939,-0.18247549,-0.094117647,-0.217858813,0.306982872,0.0466,0.26772133,0,0,0,0,0,0,0,0,0,58.30,,,,,,,,
22:56.6,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.73,0.729411765,0.939393939,-0.05253268,-0.007843137,-0.109864423,0.141908213,0.0235,0.132700734,0,0,0,0,0,0,0,0,0,58.40,,,,,,,,
22:56.5,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.61,0.754716981,0.606060606,-0.274223856,-0.180392157,-0.300607761,0.931884058,0.0643,0.658495723,0,0,0,0,0,0,0,0,0,58.50,,,,,,,,
22:56.4,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.7,0.704545455,0.939393939,-0.076838235,-0.007843137,-0.106591865,0.132173913,0.0228,0.124139601,0,0,0,0,0,0,0,0,0,58.60,,,,,,,,
22:56.3,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.72,0.726190476,0.924242424,-0.203921569,-0.074509804,-0.235624123,0.347826087,0.0504,0.298492989,0,0,0,0,0,0,0,0,0,58.70,,,,,,,,
22:56.3,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.67,0.681318681,0.939393939,0.001021242,0.078431373,-0.009817672,0.010869565,0.0021,0.010810916,0,0,0,0,0,0,0,0,0,58.80,,,,,,,,
21:03.0,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.74,0.73255814,0.954545455,-0.121364379,-0.02745098,-0.171107994,0.230623819,0.0366,0.20752121,0,0,0,0,0,0,0,0,0,58.90,,,,,,,,
20:59.7,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.63,0.654761905,0.873015873,0.104864847,0.093350384,0.106666667,0.115942029,0.02,0.12323264,0,0,0,0,0,0,0,0,0,59.00,,,,,,,,
20:57.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.65,0.662790698,0.904761905,0.123407046,0.130434783,0.133333333,0.138888889,0.025,0.149531734,0,0,0,0,0,0,0,0,0,59.10,,,,,,,,
20:57.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.670588235,0.904761905,0.020625717,0.049872123,0.04,0.045454545,0.0075,0.046520016,0,0,0,0,0,0,0,0,0,59.20,,,,,,,,
19:02.6,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.67,0.666666667,0.952380952,0.073556972,0.065217391,0.08,0.083333333,0.015,0.087011377,0,0,0,0,0,0,0,0,0,59.30,,,,,,,,
18:58.0,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.67,0.670454545,0.936507937,0.021926537,0.086956522,0.053333333,0.057971014,0.01,0.059719235,0,0,0,0,0,0,0,0,0,59.40,,,,,,,,
18:57.9,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.64,0.728813559,0.682539683,0.219392142,0.193094629,0.226666667,0.298245614,0.0425,0.354171814,0,0,0,0,0,0,0,0,0,59.50,,,,,,,,
18:57.9,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.66,0.662921348,0.936507937,0.004685157,0.086956522,0.04,0.043478261,0.0075,0.044451763,0,0,0,0,0,0,0,0,0,59.60,,,,,,,,
18:57.8,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.66,0.662921348,0.936507937,-0.035596173,0.006393862,-0.013333333,0.015151515,0.0025,0.015037877,0,0,0,0,0,0,0,0,0,59.70,,,,,,,,
18:57.7,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64,0.642105263,0.968253968,-0.006278111,0.043478261,0.013333333,0.013888889,0.0025,0.013986242,0,0,0,0,0,0,0,0,0,59.80,,,,,,,,
17:01.8,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.66,0.666666667,0.920634921,0.112537481,0.108695652,0.12,0.125,0.0225,0.133531393,0,0,0,0,0,0,0,0,0,59.90,,,,,,,,
16:58.2,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.65,0.75,0.739130435,0.047152194,0.052287582,0.011029412,0.016042781,0.0024,0.016172859,0,0,0,0,0,0,0,0,0,60.00,,,,,,,,
16:55.9,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.63,0.722222222,0.753623188,0.051820728,0.107843137,0.044117647,0.058823529,0.0096,0.060624622,0,0,0,0,0,0,0,0,0,60.10,,,,,,,,
16:55.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.696629213,0.898550725,0.01844071,0.062091503,0.023897059,0.026369168,0.0052,0.02672307,0,0,0,0,0,0,0,0,0,60.20,,,,,,,,
15:00.0,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.69,0.711111111,0.927536232,0.00070028,0.098039216,0.009191176,0.010141988,0.002,0.010193768,0,0,0,0,0,0,0,0,0,60.30,,,,,,,,
14:55.3,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.69,0.70212766,0.956521739,0.052521008,0.058823529,0.042279412,0.043643264,0.0092,0.04462428,0,0,0,0,0,0,0,0,0,60.40,,,,,,,,
14:55.2,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.61,0.75862069,0.637681159,0.036181139,0.114379085,0.020220588,0.034055728,0.0044,0.034649135,0,0,0,0,0,0,0,0,0,60.50,,,,,,,,
14:55.1,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.7,0.709677419,0.956521739,0.016806723,0.058823529,0.011029412,0.011764706,0.0024,0.011834458,0,0,0,0,0,0,0,0,0,60.60,,,,,,,,
14:55.0,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.717391304,0.956521739,-0.018907563,0.058823529,-0.020220588,0.022312373,0.0044,0.022067094,0,0,0,0,0,0,0,0,0,60.70,,,,,,,,
14:55.0,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.680412371,0.956521739,-0.008169935,-0.016339869,-0.001838235,0.001897533,0.0004,0.001895735,0,0,0,0,0,0,0,0,0,60.80,,,,,,,,
12:58.4,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.66,0.688172043,0.927536232,0.042717087,0.098039216,0.056985294,0.058823529,0.0124,0.060624622,0,0,0,0,0,0,0,0,0,60.90,,,,,,,,
12:54.9,3,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.688919796,0.698090056,0.75006699,0.047954776,0.057480121,0.088629517,0.133971675,0.013614825,0.144282975,3.27E-05,9.86E-05,0.000484982,0.000305167,0.001645428,0.000519471,0.000666603,2.01E-05,0.000891538,61.00,,,,,,,,
12:54.9,3,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.690310617,0.693820791,0.766320893,0.139892447,0.134802757,0.176946241,0.238139861,0.026810533,0.272059668,1.85E-05,0.000163011,0.000528744,5.34E-05,0.001404184,0.000162368,7.86E-05,1.66E-05,0.000134401,61.10,,,,,,,,
12:54.8,3,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.67468403,0.751792005,-0.037971994,-0.040822634,-0.002237672,0.052419283,0.004681849,0.052703264,0.000132828,2.48E-05,0.00084458,0.003371004,0.001258228,0.001083856,0.000175278,8.23E-07,0.000222415,61.20,,,,,,,,
12:54.8,3,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.684283727,0.687120888,0.767782703,-0.003214752,0.01986941,0.040335984,0.063419303,0.038456802,0.313220601,2.45E-05,0.000333349,0.000392211,0.001025832,0.002179694,5.59E-05,0.00016859,2.29E-05,0.001778629,61.30,-0.154037681,-0.122599185,-0.175061343,0.322836661,0.000329865,0.001509902,0.000590112,0.003909387
12:54.8,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.683356514,0.682967046,0.775941297,-0.026752071,-0.012136707,0.014512888,0.022733018,0.002339313,0.023129645,1.85E-05,0.000436576,0.000253069,0.00018043,0.003331442,0.000113555,0.000258192,2.87E-06,0.000267688,61.40,,,,,,,,
12:54.7,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.675475197,0.704317724,0.689889076,-0.026974088,-0.01002897,0.015040731,0.033141282,0.003021505,0.034076492,4.43E-05,0.000123559,0.0003524,0.000189171,0.004965684,0.000421701,0.000766614,8.02E-06,0.000839017,61.50,,,,,,,,
