data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,sex|[ERD] Error Rate Difference,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,id,acc * sf
Adult Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.010968806314480647,0.06066879354875321,0.13826600154910434,0.058527809602584115,0.23720441732385597,0.26797149612205173,0.46966922821802265,0.9380133064065621,0.4421026875526336,0.7570494361074118,0.10350772902628201,0.11599505474752086,0.04433894918347498,0.10350772916288754,2.555986193922759e+18,0.2582870598282365
Adult Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},3971.9632812618383,0.010553086702102706,0.045954569711390135,0.1602484704454591,0.04701432611315192,0.30543675353056,0.12361531847217931,0.4218931323085409,0.5677612841320978,0.4218931323085409,0.5677612841320978,0.22883453458173603,0.22883453458173603,0.10010167170490701,0.22883453365672346,2.555986193922759e+18,0.5687332173416495
Adult Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},3971.9632812618383,0.005226117392239728,0.06086393414009239,0.14759203450308356,0.054792721901553196,0.2178635143421968,0.07265075574656703,0.468990294346197,1.1808433328611505,0.468990294346197,1.1808433328611505,0.21507010922887937,0.21507010922887937,0.11849849914876853,0.2150701096654505,2.555986193922759e+18,0.5631139374618116
Adult Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},3971.9632812618383,0.006672590011945311,0.057191204175818515,0.12732625586578036,0.046861184122700114,0.2010296211224535,0.0723753755863651,0.43366890719527956,1.1593469110763648,0.43366890719527956,1.1593469110763648,0.1705957699673449,0.1705957699673449,0.20038920259067328,0.17059576836146126,2.555986193922759e+18,0.44126685897195794
Adult Dataset,nn keras,['sex'],No Bias Mitigation,{},3971.9632812618383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.555986193922759e+18,0.0
Adult Dataset,nn keras,['sex'],Reweighing Bias Mitigation,{},3971.9632812618383,0.00788320891768763,0.04822411691508832,0.11984645171028172,0.04740647556531016,0.1898620015094579,0.09754749859368546,0.42371763813408314,1.7257490241071554,0.3156455454695952,1.671362165878136,0.12009651464101158,0.12009651464101158,0.08545207202604325,0.12009651456849091,2.555986193922759e+18,0.30897658866354444
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.01748917201518917,0.04170358094884224,0.11428544687516609,0.03938396940709121,0.1530498400473188,3.770791442961725,0.9943645943142322,0.6954082617321276,0.8814495218436408,0.5121078480845348,0.21128749729509427,0.31525585412962215,0.2860319704199744,0.21128749870451094,2.9766076991907994e+18,0.5467038993104509
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",3971.9632812618383,0.016910890369751623,0.04187699652039931,0.11516088209910257,0.03943063425225791,0.1538042788613069,3.549265595172925,0.8732440762515847,0.5697462849350251,0.7652417509540715,0.3615450571852173,0.190460700132205,0.26584109849587517,0.23511320733421667,0.1904606957904975,2.9766076991907994e+18,0.49449020472204175
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.015594441155292344,0.04263133291725634,0.11569493484236446,0.03914054094595474,0.1553218262548358,2.1348359696090027,0.8181120893222147,0.7200977459711111,0.7179666937845773,0.5671963434060378,0.163142056284727,0.2443954595503801,0.19750576828143782,0.1631420567777884,2.9766076991907994e+18,0.42480528872865436
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.018550503685087514,0.035243975510558814,0.11307338177888493,0.04207732234185797,0.1443990800621147,5.881816096600328,1.0112038261343306,0.629988849754719,0.9434371741682112,0.45730623873720616,0.17366996048169353,0.26999916664836643,0.23135660942284617,0.17366996060005463,2.9766076991907994e+18,0.4506334185501755
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",3971.9632812618383,0.017683811959861375,0.039527411994225346,0.1122351295855966,0.03923401456968686,0.14777762660388274,5.6341073261134,0.6946628993817529,0.6010835541950432,0.5552403328333417,0.40812672039885656,0.23341501708617396,0.297545549707531,0.278960811779686,0.23341501766145706,2.9766076991907994e+18,0.6033223511251459
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.01745798561919115,0.04099815004610921,0.1126717427775063,0.038841559992408334,0.1498334862268312,1.8981515384365086,0.6764546696812582,0.8800079930960469,0.5684032338572277,0.7557393845987649,0.1802461585625212,0.21966183449651466,0.22152436098653575,0.18024615931874818,2.9766076991907994e+18,0.46804641913659006
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",3971.9632812618383,0.01815151167584876,0.04027585863831844,0.11862234447986737,0.042122292099429325,0.1541997538170772,1.882371987577008,0.7245436473840674,0.7247023495026725,0.6034973068654201,0.5763236813714244,0.2005971273256272,0.260553875479007,0.24805869806001749,0.20059712738850416,2.9766076991907994e+18,0.5219814336368602
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.015827824786770143,0.03963695707051997,0.11212609849871544,0.03919096424243641,0.1475499076449389,3.3058706644914233,0.937546476262052,0.588469651961409,0.8448482971617283,0.39327645245959025,0.1957486084355121,0.24898500326771722,0.23249753354231695,0.19574856495835075,2.9766076991907994e+18,0.505725353659133
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.018348776066753832,0.037492387775945164,0.11401171079695946,0.04123005766422554,0.1482449163728403,4.667941837525348,0.8881253110600749,0.7200101915350515,0.8200981864515646,0.5743217621254978,0.15276603251130094,0.25080122325468135,0.18436164122509763,0.15276603143230585,2.9766076991907994e+18,0.3951848679526124
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}""}",3971.9632812618383,0.015525471858315923,0.03916096449333036,0.11322784378241312,0.03941660333678359,0.14936613872878352,6.772705820306267,0.8860249940437761,0.7025301433746228,0.8072800305449159,0.5502911911798546,0.17407436849859909,0.29416355250815596,0.26006956485038085,0.17407436681656044,2.9766076991907994e+18,0.45203271245209276
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",3971.9632812618383,0.01598624851585106,0.040006645256810594,0.11590383726277335,0.04079683321773811,0.1523138913467148,2.1436263834329523,1.0879547530514575,0.7565432761277384,1.0273943961370278,0.6187919825403236,0.1646094445032334,0.26646316150660593,0.2220449741367899,0.16460944502335598,2.9766076991907994e+18,0.42734376578050365
Compas Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},3971.9632812618383,0.029072151427429114,0.033125974487999185,0.09218682244144348,0.039710140760612356,0.11980301631452356,7.270216620600274,0.4236215820104605,0.6980032593055031,0.3073258142924032,0.6255037537293966,0.25002042041930433,0.2568348337569935,0.2603357287824853,0.25002042339316666,2.9766076991907994e+18,0.6153206504516553
Compas Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},3971.9632812618383,0.01657686306629179,0.0404366987218625,0.11109539534231491,0.0384288046277387,0.14635613404575587,1.3282081196685522,0.44997739381112334,0.3960826620610957,0.44997739381112334,0.3162048571413279,0.1792036960563415,0.1792036960563415,0.20983630075643048,0.1792036972279772,2.9766076991907994e+18,0.46077500398438836
Compas Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},3971.9632812618383,0.024856276647901545,0.0345759853049417,0.08462466630827341,0.031025218111084035,0.11732363163561353,4.4261420978950285,0.4258353855884494,0.777435036337275,0.25871852497705333,0.662934091082699,0.2698136709451458,0.3330816834774144,0.3318870854331582,0.269813673028669,2.9766076991907994e+18,0.680080958733814
