data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|[ERD] Error Rate Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,id
Adult Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.00729787407481616,0.03380868121677671,0.06469503716422279,0.029534060719798267,0.03089614417022617,0.017974415052696376,0.034358737162270184,0.06302588699847599,0.019494428407936706,0.03339115492870487,0.021713555824037556,0.021713555824037556,0.19641685079674895,0.0027376724351475404,2.8487813080325197e+18
Adult Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.00801000752248759,0.016015643798507933,0.021059385992963375,0.009372595560943404,0.014926327932453862,0.016942638398256563,0.035913249792468425,0.06251620282635885,0.03576130973556363,0.05484761368063591,0.024200074659581107,0.024200074659581107,0.17916893586714175,0.0030000661162972843,2.8487813080325197e+18
Adult Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.006385892897885915,0.03325815253507023,0.05517199452251594,0.024773797314376872,0.02523201105809285,0.016439320599102823,0.025368694211300703,0.05103830293852203,0.0224809267141943,0.036352664888866175,0.020141338568625152,0.020141338568625152,0.20667768501541972,0.0025101076467308856,2.8487813080325197e+18
Adult Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.007801478865311484,0.029042320683462044,0.04033253227692716,0.021826188655304814,0.01822457823718363,0.01571895113180389,0.041064253152342606,0.07045541159510584,0.022981009250504118,0.03696269826230494,0.025929094803197664,0.025929094803197664,0.23234410029527777,0.0032521246843662064,2.8487813080325197e+18
Adult Dataset,nn keras,['race'],No Bias Mitigation,{},0.007084097289469847,0.03307322735084066,0.05913184817522822,0.02891690357265704,0.02682420076066109,0.015183991503040256,0.03488874841977801,0.06129146321544622,0.03178843696537143,0.05136784985688067,0.024338655973416105,0.024338655973416105,0.28461857998221296,0.0030450202322121565,2.8487813080325197e+18
Adult Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.00698887570111411,0.021188498830206865,0.027153823744923134,0.015842576402375855,0.011101816417120923,0.01660005285389269,0.03013637023892192,0.054352302140029486,0.01768087086909952,0.032335833396565504,0.021801673072527974,0.021801673072527974,0.18793710931112917,0.0028181112326310363,2.8487813080325197e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.017187058891110257,0.026152007717285635,0.04435883172658298,0.019046292856839432,0.05015935860246497,0.036610789207399234,0.033152355129663476,0.04340888313857003,0.02418722068561533,0.035069084411715294,0.034110369906856904,0.03515152379998061,0.0629133514876459,0.007629685836550509,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.01723072435933717,0.027282031953179655,0.0421806553478826,0.01905574703186517,0.04786706087316862,0.03626001356691664,0.03441780877086438,0.042645055439562304,0.029569728991319214,0.03488835207497112,0.03494343076878935,0.03494343076878935,0.06098994573631013,0.007809795606716418,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.0161577261998074,0.026014744434496653,0.04325972259185184,0.01843925944861527,0.04642577713494878,0.034936059107590435,0.034229422944111236,0.04199848862608591,0.026998131773552442,0.03352494645677586,0.0350134471083286,0.03529527637558708,0.06161700913813405,0.007800359857366968,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.017123452178201257,0.02550362483758145,0.045639636759434346,0.020706717981211882,0.049381840157425784,0.03626728766612661,0.03113560575707759,0.04335318054594141,0.021658877671165082,0.03226142943618378,0.033125027965914974,0.033125027965914974,0.05730534906466491,0.007358493815017904,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.016706147050148307,0.02704957663317988,0.04658251131378935,0.019494571727695226,0.051750610620600615,0.04036467000358024,0.032807741951549715,0.0493632488627085,0.02995474016189532,0.0409619007957855,0.03521665205382397,0.036584941921107506,0.06347201076201099,0.007805996532042396,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.017071488330516537,0.026050571325046065,0.04430951529289013,0.019514752170379283,0.04931232383324199,0.037710259702304426,0.03770953722308481,0.049273118415241096,0.0267865425388085,0.036136285286627705,0.03781697276208673,0.04043838881737083,0.06691205336117836,0.008411062146470786,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.015191296148360114,0.025418712829409416,0.04530309021067727,0.018404446738065627,0.05032100820652211,0.03558116031227574,0.02984190153730355,0.04171381314310295,0.022982639257838337,0.03271536481430284,0.03107691548274596,0.031170196762746852,0.05557997550544644,0.006937594408602975,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.016329902184554945,0.025684729703089264,0.042985969706289276,0.018187863622152037,0.04775900647525332,0.03664716175162526,0.03323956665872561,0.04610474183732192,0.028049661406537887,0.03780403870623369,0.03534067069606763,0.03534067069606763,0.06406792097472096,0.00786310352954005,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.015907760064613616,0.025657208949510558,0.04168403320656172,0.017919357809445754,0.049223542791439125,0.036689166983195756,0.029154410221957687,0.04164207259220651,0.0202411458130448,0.031081138077972324,0.031731041577560244,0.03299258619660517,0.056770548217266494,0.007120894629464643,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.015448682930052443,0.02534977148240719,0.044135027293063185,0.01816543260951715,0.050250385192583846,0.03976642789929088,0.03097395095722895,0.04340331664764032,0.023007946913516885,0.032583221566532664,0.03235360581418179,0.03255614987209378,0.05645891388168134,0.007226959548947555,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.016677806687335123,0.02681844227537566,0.04058073290339178,0.016998358906850357,0.0473318801442897,0.03827916200509514,0.031848336316704515,0.04744592034451885,0.024606591519786808,0.03533323437120102,0.034472504268474764,0.03464532603389728,0.0612908363299625,0.007677966150167381,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.021066926831729754,0.021286108435240085,0.042551017165140204,0.025679094893065173,0.03885204337417177,0.03526147787663828,0.04961558404110343,0.05293814121671853,0.037996118307945574,0.03938280791990021,0.04080614617378075,0.05176267194961736,0.08362698908532858,0.009176186843591819,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.017508425826462518,0.027127980138038167,0.03877506881377141,0.01812141009105651,0.04437143016028587,0.03601740637808913,0.03184226038816851,0.03563602161696561,0.03184226038816851,0.03563602161696561,0.03109829870134415,0.03109829870134415,0.0813487092461556,0.006936814342223297,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.025709112204751628,0.03083456280683132,0.03912243358956782,0.02435230471945626,0.03820224832366825,0.04086368776145314,0.04564589249294475,0.061369724190056374,0.039037211974614835,0.045623067759448015,0.044356087702823344,0.048308391875917935,0.08367496169980923,0.009961133558581371,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],No Bias Mitigation,{},0.018389254334379903,0.024481756700364617,0.052221089979283514,0.02391789877396532,0.050091874356885516,0.03449417769603025,0.03929129712374747,0.04615484385852192,0.03929129712374747,0.04615484385852192,0.037337819860301324,0.037337819860301324,0.09611631980703063,0.008587864526575544,2.5685270988937165e+18
Compas Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.023866082867889122,0.028721160647594092,0.04061247703824787,0.0259980890554272,0.03462468969456626,0.040338676051200735,0.045940267209203245,0.05492909660201629,0.03978111273976288,0.03819802232278344,0.04221382081757041,0.04729120443403461,0.07744999253588476,0.009497781929989462,2.5685270988937165e+18
