data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,sex|[ERD] Error Rate Difference,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,id
Adult Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.010464837118519749,0.03842275069855494,0.050893544977504784,0.029010927563957182,0.026966786939586655,0.028152854489411645,0.03870143663112616,0.08021767329336404,0.036255951992165365,0.06419022736480395,0.017396125700017143,0.019615322862290837,0.12480393737686357,0.0038584711905964063,2.555986193922759e+18
Adult Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},0.009100813546110094,0.02071143484229983,0.027661709337607584,0.013562145566003034,0.016096818130287925,0.01171747018747424,0.025464770114229585,0.04517165602579123,0.025464770114229585,0.04517165602579123,0.017734110617295275,0.017734110617295275,0.16536840645352832,0.004049880892727105,2.555986193922759e+18
Adult Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},0.0059706606571295305,0.03687053018604177,0.0484854614044091,0.019895146633584715,0.023039749349245783,0.011898294124652676,0.028599657412618374,0.05495867400983757,0.028599657412618374,0.05495867400983757,0.0229611167386442,0.0229611167386442,0.4689212380392992,0.0051856403305161145,2.555986193922759e+18
Adult Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},0.006528216765467762,0.023789598347117427,0.027231164660285082,0.015558106937109899,0.012771726855061442,0.013255214902695414,0.03111331753760897,0.05816334127180278,0.03111331753760897,0.05816334127180278,0.015409617736632714,0.015409617736632714,0.5025283291894259,0.0035240936603378108,2.555986193922759e+18
Adult Dataset,nn keras,['sex'],No Bias Mitigation,{},0.006433502433750772,0.03615991890659803,0.062865127804482,0.030778077631155327,0.029152726090723648,0.011152704959528659,0.03277578709688537,0.056716335588620194,0.03277578709688537,0.056716335588620194,0.029479541660624674,0.029479541660624674,0.48637840539423655,0.006589980891671467,2.555986193922759e+18
Adult Dataset,nn keras,['sex'],Reweighing Bias Mitigation,{},0.007180981356367153,0.022869220306722962,0.018795101078393904,0.01453555510841914,0.01011866685486258,0.012004758274045034,0.027269828916434275,0.04997663682131235,0.017006948567240162,0.033504981011481035,0.01690325793729885,0.01690325793729885,0.2013630361739016,0.0037462439689714576,2.555986193922759e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013225974497455672,0.02000869892813389,0.060693829176434316,0.024688530651244073,0.063054246772949,0.049575100253321194,0.05795842256093425,0.06165591888666415,0.032197176897643336,0.03679074422432277,0.03905987883161733,0.053625384960005795,0.05968145009359898,0.00618535113452761,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.013421783546985358,0.02046114411925318,0.058803649022575365,0.023819666054849132,0.06139959837691693,0.047211640725402855,0.05286739142664575,0.06011445306495946,0.03518383834606399,0.03605958619250965,0.04227882913172212,0.0510902193960625,0.05834006885265476,0.0065393360218532585,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013786016875751364,0.020495547686970216,0.05993919176555791,0.024631526074348657,0.06199185940575816,0.04598740139420694,0.048584489580778524,0.056008184959856926,0.030614097604026475,0.035047805026585915,0.03770519045790747,0.04704187310196424,0.051886878972937714,0.0059176032480762015,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.014510299414874467,0.019814850801182508,0.06026355550823664,0.025955064672047036,0.06038705416091641,0.049415858337606915,0.0509374711522946,0.059771005432595836,0.03226240738197042,0.03367900283943264,0.03526307208485634,0.04863325029495977,0.0531348354618185,0.005364286926756643,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.01421503673805688,0.02023065837410291,0.05809947693295503,0.024078569641428137,0.06032953154839836,0.047627815807255565,0.05822660034341563,0.0596368983686297,0.037374189669839644,0.035877999880828466,0.04654517945568982,0.054575021044460506,0.06500332969667094,0.007198542536269278,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013985733030595523,0.02088974969436345,0.057612287308624936,0.023385684276259748,0.05998390921597864,0.04543293563202292,0.045520815647194145,0.0549635688877704,0.026267104337979092,0.03733742608228812,0.03847090724720497,0.04367092396438039,0.05515736150274029,0.006009588126393983,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.014899750428985002,0.01935983059407927,0.0628504114137803,0.026367253506016528,0.0630169599271099,0.04546940316426965,0.054666912265505296,0.05618614793070913,0.03780088021439325,0.0378102813250726,0.044337617843227456,0.051479527528514035,0.06125270464630652,0.006816782440214556,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013388344244654814,0.019374415146986193,0.05901696978210615,0.024504342802033667,0.06077118393653895,0.04600660840493023,0.05064564459440594,0.055040200944699816,0.03310344515426271,0.031113662977790998,0.0406647363139806,0.04716079196039828,0.05683694192665125,0.006326249176965235,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013652612074562764,0.01866011243521956,0.061407254791938794,0.02566091897421051,0.06209195085086858,0.04577686460592523,0.05144775263417833,0.05563579393360399,0.03445546341841678,0.032153168539376824,0.033965197921034654,0.046645645642890435,0.04676600801683335,0.0053059102521323745,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}""}",0.014742462724663868,0.020819146735514844,0.06211519197915732,0.02567183632198435,0.0627220584497363,0.0480303542730603,0.05201453168189854,0.06048039345027583,0.032309714598231155,0.035912015335557164,0.032976903657392476,0.05040303298502321,0.054008188632468174,0.005149287379908632,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.013303795870171432,0.01914298446134924,0.05973184424704706,0.024925875926311333,0.06117275877238775,0.04471684024618625,0.05048024705555554,0.055308597178615526,0.03137071427111974,0.02704709672916379,0.03358889139212988,0.047568113574400675,0.05101502502436673,0.005141452940944011,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},0.020803710931284893,0.023333594385366647,0.040421990207141274,0.023763563416986436,0.03810284465402703,0.04361585180827511,0.04569519081056207,0.05384028719390531,0.03410036870324516,0.04296072426222834,0.04230762923851685,0.04343550863739615,0.060550216522218175,0.006511346856391745,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},0.013655563468060945,0.021479705748581726,0.055468367307614015,0.02283751648538221,0.05847857866223596,0.04097474397417844,0.0446699415146939,0.04916605546607973,0.0446699415146939,0.04714320816188562,0.0425106129265587,0.0425106129265587,0.05070743883298985,0.006869897312840686,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},0.018017600344699465,0.02022008120455291,0.0438084977982891,0.020225859492648254,0.03857930829596272,0.05079983379723868,0.0588304376129427,0.06696125810256115,0.03828220770443077,0.048327484798026475,0.04821480605643989,0.05731368940681293,0.07180221632166617,0.007510201183189488,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],No Bias Mitigation,{},0.013042062991761914,0.026635408421993276,0.05080662553120213,0.016410886668905663,0.05599219496062993,0.039301527582091655,0.046796079854309114,0.0431523988993505,0.046796079854309114,0.0431523988993505,0.040180400895306646,0.040180400895306646,0.05047862525004761,0.006341980403794852,2.9766076991907994e+18
Compas Dataset,nn keras,['sex'],Reweighing Bias Mitigation,{},0.017741299114373756,0.021317890866321694,0.036270862424398226,0.020730894011109044,0.03142170267699402,0.04066585362752962,0.04329408136930304,0.0526113647463668,0.031075697951914488,0.03182271885282575,0.03278304442003177,0.04129610904039861,0.0452207575022353,0.005109008229803105,2.9766076991907994e+18
