data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|[ERD] Error Rate Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,id,acc * sf
Adult Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5888.0,0.9686247161226842,0.8979583591242918,0.9450555565373898,0.9201699124595086,1.0604396479273668,0.9512432314956134,0.26845155944154214,4.955895771441407,0.8321468383310224,6.082961170980734,0.6039700838461404,0.6039700838461404,0.4368230212720044,0.6039700748958093,5.16187125e+18,-1.4059038430836683
Adult Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},5893.0,0.9443663745340117,0.7679007711234529,1.2956619964343126,0.9936253089285699,1.6959493220546609,0.9313377454589542,1.223396058975709,-1.5461353117408783,1.855569603869429,3.3763871054599406,1.309469075212673,1.309469075212673,0.6608496407737295,1.309469070555751,5.16187125e+18,-3.1353355814076815
Adult Dataset,nn keras,['race'],FairMask Bias Mitigation,{},5894.0,0.9995336061081129,0.9928750383667596,1.0192067728822098,1.0047686940064275,1.0347881669565484,1.0188084307194234,0.41959294795564395,-0.06165764782310075,0.6344957316017025,0.9066187185382096,0.897836981159337,0.897836981159337,0.7704139101390792,0.8978369769081755,5.16187125e+18,-2.203818817943065
Adult Dataset,nn keras,['race'],LFR,{'c': 'LFR'},5891.0,0.9887035148339545,0.9510132567515788,1.009256224401881,0.9810862987975746,1.0687071280350262,0.9551095725891054,-0.07165514180970002,2.553397369570571,1.344151542151857,4.331666364255179,0.7367233069203565,0.7367233069203565,0.5651880193271493,0.7367232968258988,5.16187125e+18,-1.7732068958860476
Adult Dataset,nn keras,['race'],No Bias Mitigation,{},5895.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.16187125e+18,-2.4699999999999998
Adult Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},5892.0,0.9787669817189167,0.9030914141557591,1.0373812567041159,0.972806467442753,1.1552821065208527,0.8962733965464127,0.41268475262573523,3.2045629819892625,0.8164268600449944,3.9176371484592742,0.720185292816363,0.720185292816363,0.4922739144119597,0.720185295412144,5.16187125e+18,-1.7135453395272724
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5321.0,0.9899589051272528,0.9850683365241842,1.0167670356614549,0.9982202110395102,1.0369405422105182,3.7873405999215075,0.1350174474336337,0.1832721388186436,0.1920774896285319,0.2669648220578368,0.281446179266369,0.2781778270534803,0.25617999269851727,0.2814461819844327,4.174847625e+18,-0.598042023751532
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",5323.0,0.990036645651538,0.9875038961517284,1.009425457709384,0.9963725450168901,1.0263047558395064,3.270911927608642,0.17923997244232745,0.22000232694787308,0.2064291823618581,0.2892955667518317,0.31655922405816983,0.31655922405816983,0.28807913073894553,0.316559225263643,4.174847625e+18,-0.6885016091205044
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5326.0,0.991401750245628,0.9883949709271832,1.01117105135506,0.9976416564584898,1.0270795667100154,3.9415277825997683,0.18123553279813323,0.2300324321166844,0.21796143021983888,0.2983114518737561,0.31867741963982615,0.3179168199775019,0.29237754712315484,0.3186774193134893,4.174847625e+18,-0.6945363683243336
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",5322.0,0.9893229406079065,0.986143632112689,1.010639810727472,0.9960489255432089,1.0292414091637245,3.628682911235713,0.07314791646296043,0.0960312725708721,0.15590319008837555,0.23505518763252606,0.2274022053845795,0.2274022053845795,0.20400140008094864,0.22740220569959585,4.174847625e+18,-0.4581805348417432
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",5325.0,0.9906118854788518,0.9871314668736305,1.0126621300668828,0.9974883784730102,1.0300859635483335,3.8439176547151157,0.27184378863715314,0.3172855539727434,0.282142376105439,0.37965463079631756,0.3936323079468523,0.39028778635087513,0.3601845509231535,0.39363230872144434,4.174847625e+18,-0.8874209381155392
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5327.0,0.9884706541457913,0.9858216299290161,1.0089687837449162,0.9952617028847724,1.0273737683791875,3.7880968643839545,0.13429167141326276,0.14740218187578855,0.21493071969752822,0.3026023917028142,0.2847375301982556,0.2732744676577159,0.25941646854561795,0.28473753264540436,4.174847625e+18,-0.6047637267902901
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",5329.0,0.9909010622253817,0.9876948614705874,1.0117206094639237,0.9973959702188637,1.028399973426175,3.7862470327206337,0.1418963019053053,0.16317585889638203,0.1828254097730036,0.25582889851637197,0.2839239181568799,0.2836755591778787,0.2578394033671108,0.28392391916418613,4.174847625e+18,-0.6041899002604214
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5330.0,0.9899348358485425,0.985967564553482,1.0131542917866116,0.9973795562010073,1.0312552160541675,3.5318947867328014,0.17324078018504288,0.2139105058459982,0.2067056221612254,0.2972467530543933,0.3107023547266968,0.3107023547266968,0.2843496313630705,0.31070235607310603,4.174847625e+18,-0.674057679476361
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5320.0,0.9902311318105854,0.986904747805443,1.0117221418194844,0.9970884852006499,1.0292705893892542,3.336030812767178,0.11241688762149404,0.1318722160687034,0.16841969072869162,0.254897897951058,0.26051040381693474,0.25669979553240485,0.236332996994443,0.26051040272111503,4.174847625e+18,-0.5425263290741331
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",5324.0,0.9890637663492194,0.9853671163683115,1.0126929723023177,0.9965991112008045,1.0320293655567505,3.2874270113111606,0.10677734181947915,0.10329420170239642,0.1640869284511361,0.24010984435871655,0.250355753790585,0.2497201916757664,0.22532338029743512,0.2503557548952393,4.174847625e+18,-0.5156814296575469
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",5328.0,0.9901060739792775,0.9866123677655088,1.0127288528703915,0.9974407709059021,1.0308477880213627,3.3682755461786384,0.10036092550173188,0.12092595658900836,0.16099574264644295,0.2630369813149789,0.24976449074448204,0.24898606602735596,0.22725055551707332,0.24976449419652838,4.174847625e+18,-0.5153836189991317
Compas Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},5333.0,0.9177888087066555,0.9355488139981283,0.921649318074547,0.9274456703646491,0.9881447139040859,-0.6718735544225689,0.3287589904712418,0.28360285627288306,0.3776173308205003,0.38365905202007927,0.4109430111887245,0.3761728663410517,0.40070417464937397,0.41094301210166034,4.174847625e+18,-0.880089208462523
Compas Dataset,nn keras,['race'],FairMask Bias Mitigation,{},5334.0,0.9986519200951379,0.9981737794171008,1.0070640761866925,1.0009926630562709,1.012573621387204,2.1351900567287316,0.9616574730933385,1.0330894850099506,0.9616574730933385,1.0330894850099506,0.9674184422758698,0.9674184422758698,0.9728501280035073,0.9674184439113509,4.174847625e+18,-2.383059998340479
Compas Dataset,nn keras,['race'],LFR,{'c': 'LFR'},5331.0,0.9708265860401084,0.9726449657481364,0.9887702195832088,0.9794787234617741,1.0191953376855387,2.5039837299064827,0.35091322254808727,0.30138622984876223,0.3866184105829643,0.4337391977727464,0.4462544570029978,0.4328595710286988,0.42211183767615806,0.44625445869604297,4.174847625e+18,-1.0067170763852291
Compas Dataset,nn keras,['race'],No Bias Mitigation,{},5335.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.174847625e+18,-2.4699999999999998
Compas Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},5332.0,0.9214208693285855,0.9311788736789364,0.9491680170012164,0.9388110557244556,1.0219764338931827,-1.3995669018337094,0.3584418318379801,0.2591693054534267,0.388739332270243,0.39438326596484335,0.41555390798505726,0.3991034027286512,0.38631584563265436,0.4155539074952534,4.174847625e+18,-0.894301636641013
