data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,sex|[ERD] Error Rate Difference,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,id
Adult Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8001151367259057,0.6083226559027434,0.4852377988406021,0.5372985206266916,0.19283082589288453,0.05652048649213524,0.07221000886628769,0.0972648595220954,0.07343711489677987,0.10824546397804495,0.025574226419958334,-0.023957436171233137,0.1559523594007688,0.005666906775590853,4.2086880735621023e+18
Adult Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},0.8077448572990866,0.5772204761717041,0.7535783229991421,0.6531501337377221,0.314031317151113,0.10294504605557839,-0.10749404288393083,-0.0905068518653565,0.10749404288393083,0.0905068518653565,0.2278956220536163,-0.2278956220536163,1.4191139547068343,0.05047489405110263,4.2086880735621023e+18
Adult Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},0.852686521293583,0.7374514652666613,0.6079408008759157,0.6639458038882413,0.19900982494250843,0.10941276496456945,-0.10663271871531803,-0.13409976271658394,0.10663271871531803,0.13409976271658394,0.1890844210709154,-0.1890844210709154,2.664563936726942,0.04188333546155031,4.2086880735621023e+18
Adult Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},0.8434909426401596,0.7040331423504391,0.6036309178360131,0.6493240931853345,0.20627110835456705,0.11271344303681294,-0.08991078961935856,-0.10092841322787945,0.08991078961935856,0.10092841322787945,0.18110947527224555,-0.18110947527224555,2.199430443913323,0.04011548918627397,4.2086880735621023e+18
Adult Dataset,nn keras,['sex'],No Bias Mitigation,{},0.8518882406773718,0.7541582609102302,0.5763617160568199,0.6498153742848662,0.18496315630927232,0.11144972285311468,-0.09688334830020881,-0.12349984696523304,0.09688334830020881,0.12349984696523304,0.17585119089504836,-0.17585119089504836,2.6724051522518937,0.03894909421782609,4.2086880735621023e+18
Adult Dataset,nn keras,['sex'],Reweighing Bias Mitigation,{},0.8324915566608997,0.673358432754631,0.5897685242751413,0.6284703083286867,0.21066932758217685,0.10238249228946532,-0.010549690857758276,0.023448347197994483,0.02354449118197376,0.04348020756416192,0.13137942447697715,-0.13137942447697715,1.0845227470254353,0.029093867731267736,4.2086880735621023e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6716620306068151,0.6888218271795428,0.7378825280342938,0.7106266143886923,0.590159944370758,0.025653315483593432,0.006333722612624171,0.011663197559168227,0.04800597435807338,0.05022674898551641,0.06024208708954909,0.04809211446360863,0.09361296794483778,0.009251664972673605,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.672774687063491,0.6902852554022375,0.7375542368547167,0.7113168340176242,0.5886300416967664,0.023896882929383807,0.025297214216771734,0.024413993037857025,0.04645515232714286,0.05340094029325335,0.07141641233563133,0.06556035847853625,0.1079248670659545,0.010943040254606958,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6725660639570584,0.690692312213896,0.7356616583880179,0.710606840740348,0.5867524339113699,0.023632975246870705,0.020336571787510794,0.020828649048937352,0.042440841961389024,0.04790288679074427,0.06723080916909956,0.0612250494078568,0.10278291513877,0.010324908463685632,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.6706884562028511,0.6887297336671057,0.734190743260743,0.7089648711993645,0.5870305980613699,0.019689655900572377,-0.0008220770925130478,0.0011466124275664221,0.03893064053061411,0.048771458167352524,0.0519375799331382,0.040048047985581654,0.08161945715693628,0.007927145331068385,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.6721488178362656,0.6900056595035144,0.7358024112980587,0.7104606856097733,0.5873783031510084,0.017521040559707747,0.019333002774578258,0.013619522642130604,0.04813973677747609,0.04897026597121472,0.06438881954691686,0.05791580415560601,0.0979940002942403,0.00988217683599322,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6723226703511126,0.6900689495489067,0.7366603314067918,0.7108457478083692,0.5880389429757302,0.02459755798279602,0.018146419817671712,0.020129403684100617,0.04095023616428426,0.04462544843636955,0.0627221914272075,0.059309466987476855,0.09574663264689807,0.009642797086855474,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.6730876216803199,0.6914138234775778,0.7350066831891744,0.7106190995933097,0.5855354659210362,0.02236934624855807,0.02830513122990689,0.025606967782676203,0.048184604250862725,0.04837148951911811,0.07284097269423458,0.06810725247327884,0.10989994862008035,0.011159981114324171,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6725312934842838,0.6903972194252094,0.7359205453042558,0.7106679858506647,0.5871349095593881,0.02452215484063818,0.017412996350420325,0.019312959979739894,0.041660858084283506,0.0488141375721519,0.06310386088106303,0.05853068193026049,0.09559645463502604,0.009700103495872397,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6699930459070584,0.6890832027044018,0.7310002272965048,0.7075998058664748,0.584248956860153,0.024200422408220686,-0.0023415457148278024,0.005289324336738503,0.03779792085249043,0.04514370818234328,0.05078988869099786,0.039786753389885736,0.07985534422609747,0.007809099721405077,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}""}",0.6710013907860223,0.6896645785196631,0.7334760920510845,0.7089357533834427,0.5858136300024687,0.0181441971944288,-0.003067111355449978,-0.0018336054830095344,0.04036658487558866,0.048087026596008456,0.05311680254920105,0.03747972642338693,0.08542320964795636,0.008140362588421842,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6714881779882476,0.6910686008877691,0.7306287592806306,0.7084952207173113,0.5823365785581711,0.020198468791269495,-0.00572347074616845,-0.0006630364108224228,0.03946882827712512,0.04764186930276719,0.049408966060813284,0.03653897806761546,0.07846391773322581,0.007545443454614592,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FairBalance Bias Mitigation,{},0.6242350486721489,0.6505281667117323,0.6844750375878207,0.6663543122652417,0.5786161335807719,0.0307933781366928,0.0474402407358959,0.0507353960826572,0.05614856521460063,0.06000753531225409,0.07753342178445968,0.07692295673445967,0.11797297689579747,0.011847992415933732,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],FairMask Bias Mitigation,{},0.6760778859434284,0.6952817547526868,0.7343892399809179,0.7126326112527873,0.5818497913651252,0.031684832245173364,0.08423801962949656,0.07808852116609957,0.08423801962949656,0.07929543239588055,0.123617856089372,0.123617856089372,0.17818024742610888,0.01895080091473466,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],LFR,{'c': 'LFR'},0.6555632823655773,0.6669781806900011,0.7473931906528575,0.7040452492440744,0.6159944366761474,0.037034038366330055,0.021340435375237218,0.027669270050766293,0.049000202254018424,0.05348033467941471,0.06645994856766563,0.058997780297357506,0.09917482165460571,0.010109853579097583,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],No Bias Mitigation,{},0.6806328234134562,0.6939756000933966,0.7550070547118449,0.721450350308268,0.5993393602272253,0.046172629478705415,0.1420007149343019,0.13307577493539652,0.1420007149343019,0.13307577493539652,0.1813150288752457,0.1813150288752457,0.24273393615329858,0.02759889043158294,4.5155499255468703e+18
Compas Dataset,nn keras,['sex'],Reweighing Bias Mitigation,{},0.6301112656300765,0.6495723806423374,0.7107866953990396,0.6782169000360734,0.6014603615928372,0.029899363288470232,0.03394943329787546,0.03349302070813607,0.04515003364007357,0.053227539345837294,0.06698001997257329,0.06222096488006569,0.1009078750312558,0.010224127155728993,4.5155499255468703e+18
