data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Adult Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.007908358368078586,0.029566113599867352,0.057070068321763465,0.029958610906525275,0.028329323526474808,0.029611845360563792,0.029710624394669677,0.017324767321409168,0.009107274210681087,0.0354588331590126,0.06701241368272874,0.024823218769754306,0.020477474938400617,0.01502243517926981,0.03353154835341615,0.024823218769754306,0.11716625354116829,0.2550578008417157,0.013269045304089594,0.003109092974387075,0.003109092974387075,0.1712994702865739,0.03353154835341615,0.01502243517926981,3.405077870208819e+18,0.014428933077476988,0.014626934436076875,0.013942597336946194,0.01735449598389782,0.022205739863638753
Adult Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.01080555434340641,0.015555914480907932,0.03028772142685191,0.015091161882135398,0.019974445939364757,0.025466000938547104,0.020844288734735674,0.02045793428620129,0.011570710165704557,0.029382782155969445,0.05755778648167534,0.02390737116810673,0.022097045471353317,0.029382782155969445,0.05755778648167534,0.02390737116810673,0.06732947894946825,0.17907197354659604,0.007633673260752528,0.002977494722192584,0.002977494722192584,0.1091545638686858,0.05755778648167534,0.029382782155969445,3.405077870208819e+18,0.009984233647859936,0.011909858457426427,0.007131121487155257,0.016612619315452146,0.021113743586996286
Adult Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.0065836199727587865,0.03245161078441696,0.057299301367162644,0.029110422751063493,0.025485546659113942,0.01909305731269771,0.028448824521446793,0.01453493017313226,0.007248004685377943,0.03430292090800972,0.06168227103529492,0.02744258600862996,0.01597782900176174,0.020818969972747625,0.03043313710999662,0.02744258600862996,0.10211601633397656,0.2871837212803708,0.0,0.003455872657376237,0.003455872657376237,0.16960008720752032,0.03043313710999662,0.020818969972747625,3.405077870208819e+18,0.014039396495592906,0.01270404575597015,0.014216121532841143,0.013597233852178618,0.02341410625724146
Adult Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.0060149872666558565,0.03056915301927351,0.04667666191175216,0.021536248678273376,0.021231357103263314,0.022626414702201593,0.024446487181968703,0.01377953923735111,0.0073403755919357805,0.04582549748681131,0.08028579589014882,0.0316622206590149,0.01725996799149245,0.031507359314751265,0.05596471413439544,0.0316622206590149,0.13323421071543787,0.287832256732626,0.016422559900868765,0.003994010797267311,0.003994010797267311,0.1924095163543841,0.05596471413439544,0.031507359314751265,3.405077870208819e+18,0.010898807995198658,0.011764387068020302,0.012338913205479033,0.011407899540257206,0.01903206197923476
Adult Dataset,nn keras,['race'],No Bias Mitigation,{},0.005743887281487515,0.040521152167182516,0.05794796674968776,0.02725350748772142,0.026724980158371218,0.01921694359710655,0.02938638075968378,0.01527761828554588,0.006103069500679058,0.03606138491171919,0.06634093857791429,0.02656057357822564,0.01595047233152445,0.03268072502571908,0.05122231046173006,0.02656057357822564,0.08976813981561936,0.3096348509808961,0.008781815873227843,0.0033158895061718577,0.0033158895061718577,0.16481453653351935,0.05122231046173006,0.03268072502571908,3.405077870208819e+18,0.014364983184329484,0.013640481130323819,0.014254516051628955,0.014291021005997794,0.02090125254127288
Adult Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.00828566675353684,0.02128742673577088,0.026242664626322198,0.020739500058879135,0.010705638341278245,0.018428017363985236,0.011403961657225823,0.016208871114895267,0.009006972123670604,0.030456553302700567,0.05678737488941917,0.01915259055812173,0.0174358833341176,0.02135547225061713,0.04131376130164486,0.01915259055812173,0.08039674693657312,0.14554503136034858,0.011445573599695918,0.0022936087521381056,0.0022936087521381056,0.10748889615164145,0.04131376130164486,0.02135547225061713,3.405077870208819e+18,0.008394084043035172,0.0059793254583983,0.006355832425775545,0.00944862690157932,0.02440519190752073
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.015976651143664623,0.0368430567966924,0.0672853398328025,0.028547617168674662,0.07199605124714929,0.07165421313757414,0.07506524514864563,0.023406511511973503,0.03170170080007907,0.02043853719201363,0.045623284744191986,0.024816242350197398,0.044662148144751404,0.01597762204384623,0.028922176829235164,0.024260471992827305,0.03588304644535372,0.041461294670515327,0.02206631333131995,0.005582328089781071,0.005582328089781071,0.06900735104026791,0.028922176829235164,0.01597762204384623,2.442539236893331e+18,0.042203939120702354,0.03841926175069193,0.036376431287298255,0.038270832192146144,0.02970774704852483
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.014613620024581527,0.0350499602042899,0.0693927752810114,0.02926300399179919,0.07448645784662276,0.07258663526928345,0.07906743644562372,0.021903501332186298,0.03365622352453272,0.02241377382238779,0.04893702208853853,0.02022494520017027,0.04674685545598639,0.020461361745028578,0.03166426910154002,0.02022494520017027,0.02902136869845227,0.03450605954855041,0.010584143514102723,0.004675058319173988,0.004675058319173988,0.05827619875337093,0.03166426910154002,0.020461361745028578,2.442539236893331e+18,0.04411154897828705,0.03812112719980807,0.03732646705064498,0.03969766713436415,0.026898909255604255
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.016221253998426662,0.03381848878518632,0.0736800037186878,0.03387819996905313,0.07538653057542218,0.07185336546743465,0.08367726823195953,0.020632833807343404,0.0342504192690189,0.022994375744120155,0.04898968737348758,0.023439768480683843,0.04306305108433436,0.018873512536012174,0.03160147889840868,0.023439768480683843,0.03425443929780736,0.04032333473924657,0.018351107149733526,0.00541797703833296,0.00541797703833296,0.06386584062657744,0.03160147889840868,0.018873512536012174,2.442539236893331e+18,0.04593666105726547,0.037191253521311654,0.03907063215415511,0.039151070629967845,0.028371994940261422
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.015682564940210576,0.03172440693257478,0.06575983528589256,0.030142891013112152,0.06872041778739417,0.06692503356983001,0.07293966195375917,0.022430619392943635,0.030230438736394596,0.022109126071814127,0.042178900880830025,0.01785055580653927,0.04216515961067877,0.013093333145459976,0.027348817604725434,0.01785055580653927,0.026410960209892184,0.029457039570103642,0.013850389612922745,0.004085129767010542,0.004085129767010542,0.05051897728522924,0.027348817604725434,0.013093333145459976,2.442539236893331e+18,0.043490355151444005,0.033843894164354224,0.034604749223454474,0.03661363904921348,0.026557628437302805
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.0169830752319947,0.03469776054978016,0.0742325751603734,0.033853344150721124,0.07723696472532533,0.07380793673111997,0.08583272530792789,0.021778448409679362,0.03265023174839352,0.027457070498394544,0.049799791457853876,0.02638141798346011,0.04150235685372773,0.025574949151780928,0.032938042932858916,0.02638141798346011,0.03952274227360282,0.04567898778984888,0.021470400325019633,0.0060246882210021205,0.0060246882210021205,0.07449610004833848,0.032938042932858916,0.025574949151780928,2.442539236893331e+18,0.04698394512333471,0.03831843084277723,0.03918851616526161,0.0406062709453884,0.029511326569156393
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.01757360251820408,0.035883691174931384,0.07041352850733698,0.0316636283375278,0.07464211262740549,0.07613410923337453,0.07414398456641036,0.022100713830020303,0.0328265392735553,0.03311307941933139,0.0451741521415221,0.027904556708806184,0.04111741713102378,0.024404690394807946,0.028308187645271148,0.027904556708806184,0.04195348777325532,0.04972848848049128,0.020529267002049698,0.006488501231815346,0.006488501231815346,0.07841118079832382,0.028308187645271148,0.024404690394807946,2.442539236893331e+18,0.04522135709598406,0.03833298999831557,0.037513926880502195,0.0395603492603565,0.03069551556117882
