data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Adult Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.82656585805,0.672919843825,0.5474804201,0.600354168,0.196192815425,0.14378405292500002,0.2050401373,0.867713073875,0.8196356283,-0.012191410175,-0.010482319600000001,-0.0612560844,0.048077445675000004,0.029828977175,0.05211397125,0.0612560844,0.70461880835,0.44892301139999996,0.034456555075,0.007566808475000001,0.360357832625,0.007566808475000001,0.007566808475000001,0.360357832625,0.07459229642500001,0.05211397125,0.029828977175,4.9188907e+18,0.1311713232712503,0.0650214921537497,0.10841264963928024,0.6953945349357198,0.49794537772362224
Adult Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.80565704645,0.5708422272,0.763603970075,0.65297848265,0.32067853855,0.2093395769,0.339433308675,0.843924109225,0.79919007985,-0.08066776865,-0.096199388425,-0.1300937317,0.044734029375,0.08066776865,0.096199388425,0.1300937317,0.61692079865,0.634549509475,0.158880871875,0.016045591875,0.487200065025,0.016045591875,0.016045591875,0.487200065025,0.179717560425,0.096199388425,0.08066776865,4.9188907e+18,0.18295977894592724,0.13771875960407276,0.05662419404204953,0.6226972674079505,0.5328686923415421
Adult Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.8515274791999999,0.737901608525,0.5974782788249999,0.656816256925,0.19513355845,0.12259708972500001,0.20736614752500002,0.895428744225,0.844116389525,-0.0346790165,-0.041548900124999996,-0.084769057725,0.051312354675000005,0.04152454305,0.065212199625,0.084769057725,0.5949643100750001,0.710302684075,0.0,0.010463743175,0.5279682745,0.010463743175,0.010463743175,0.5279682745,0.102150543375,0.065212199625,0.04152454305,4.9188907e+18,0.14312250535698795,0.05201105309301204,0.09646146759244115,0.7084049739575589,0.5712142797136768
Adult Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.8438670556750001,0.7102192923999999,0.592877328275,0.6445203535,0.200460546575,0.141967493375,0.21033346014999998,0.8839581706249999,0.837116668525,-0.0112960503,-0.0062735680250000005,-0.068365966725,0.046841502075,0.032415344,0.055117571525,0.068365966725,0.677821801325,0.5092794767,0.055457476250000005,0.0084443213,0.40028779317499996,0.0084443213,0.0084443213,0.40028779317499996,0.08304840534999999,0.055117571525,0.032415344,4.9188907e+18,0.14195578757552174,0.058504758999478254,0.09762818546231423,0.7019112679626858,0.5505626230093751
Adult Dataset,nn keras,['race'],No Bias Mitigation,{},0.850882714075,0.729061875225,0.6094043948750001,0.6605602675,0.201565858225,0.1133016828,0.216417469625,0.8959472347749999,0.8432623856499999,-0.063467112,-0.086670225075,-0.103115786775,0.052684848975,0.06419923665,0.092559536825,0.103115786775,0.5271893802250001,0.9290046801999999,0.025782929175000004,0.012708507975,0.64868053455,0.012708507975,0.012708507975,0.64868053455,0.1242021589,0.092559536825,0.06419923665,4.9188907e+18,0.1460162726837133,0.05554958554128668,0.09356770037392662,0.7048664414010734,0.5722316696244856
Adult Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.8326988025500001,0.666435118725,0.604508931175,0.6336666292,0.217416334075,0.15932924607500001,0.22718311407499997,0.8665437007250001,0.827017321175,-0.017408714999999998,-0.020839100699999998,-0.067853868125,0.0395263795,0.02630991605,0.0412919477,0.067853868125,0.7021384712,0.44043659814999997,0.138271415425,0.008358113300000001,0.359386779725,0.008358113300000001,0.008358113300000001,0.359386779725,0.08404396277500001,0.0412919477,0.02630991605,4.9188907e+18,0.14484955482171097,0.072566779253289,0.09473441822808391,0.687849247696916,0.5268619226883634
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.670931849775,0.68386193345,0.7454108876250001,0.7114203382000001,0.59742698195,0.579374299175,0.63277387035,0.665540053625,0.681326203375,-0.026829076200000003,-0.0247676888,-0.053399571150000005,-0.015786149725,0.033274799,0.03807794915,0.054091562999999995,0.9168586009749999,0.094815123925,0.125938803875,0.012093466475,0.089383804,0.012093466475,0.012093466475,0.089383804,0.1416695929,0.03807794915,0.033274799,4.18151069e+18,0.4075452016654446,0.1898817802845554,0.1391863699628631,0.2633866480871369,0.33358722948175795
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.672809457525,0.6852075358749999,0.747969354775,0.71321372995,0.598331015275,0.57861071525,0.636864431375,0.6663755969,0.68517778015,-0.030936948875,-0.0313335097,-0.058253716125,-0.018802183275000002,0.034441579225000005,0.04501087935,0.058329385825,0.9095422790000001,0.102883599075,0.120340750975,0.013046874,0.0964343167,0.013046874,0.013046874,0.0964343167,0.153349635775,0.04501087935,0.034441579225000005,4.18151069e+18,0.4089360222331986,0.18939499304180146,0.13779554937483976,0.2638734353501603,0.3373606450702661
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.670757997225,0.68431393715,0.742747314025,0.710415595725,0.5948887344,0.577417686375,0.6289497481749999,0.664590555175,0.6825826837,-0.0243986416,-0.025322969875,-0.051532061725,-0.01799212855,0.031040068599999998,0.040557116675,0.052883629425,0.9196200998249999,0.09279089605,0.1262517385,0.011843881924999999,0.08759666265,0.011843881924999999,0.011843881924999999,0.08759666265,0.137376476425,0.040557116675,0.031040068599999998,4.18151069e+18,0.406189151636855,0.188699582763145,0.14054242005224585,0.2645688455477541,0.3328813852087902
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.6714534074499999,0.6835376840749999,0.746828425225,0.7120680845,0.598643949875,0.584380256525,0.62662367435,0.6649922166,0.683700252825,-0.014831315275000001,-0.0171385128,-0.042243417875,-0.018708036150000003,0.026970888625,0.0355238024,0.044819913025000005,0.9338500354500001,0.07858823805000001,0.1373783032,0.010028222625,0.074504731025,0.010028222625,0.010028222625,0.074504731025,0.11618545405,0.0355238024,0.026970888625,4.18151069e+18,0.4084144644934815,0.19022948538151846,0.13831710708505013,0.2630389430399499,0.33406400250760904
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.6715577191,0.6841966652,0.7469218900000001,0.712031514825,0.59847009735,0.577899128025,0.638575712275,0.664720678,0.684692906425,-0.033635122175,-0.034143928125,-0.06067658425,-0.019972228425,0.038301434975,0.045553414925,0.06089264185,0.90661198975,0.10760163675000001,0.11630737135,0.01362863935,0.10032951942499999,0.01362863935,0.01362863935,0.10032951942499999,0.160237197875,0.045553414925,0.038301434975,4.18151069e+18,0.4083796939865449,0.19009040336345512,0.13835187759863937,0.2631780250513606,0.33484262471513976
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.671036161375,0.68372557775,0.745712053925,0.711504116725,0.5977399164749999,0.5814512812,0.62947336985,0.664511771525,0.68361043285,-0.02062793835,-0.02269089575,-0.048022088750000004,-0.019098661325,0.0288554799,0.0346789001,0.048930965650000005,0.924600664075,0.08615805224999999,0.131641168275,0.010959530725,0.08138354885,0.010959530725,0.010959530725,0.08138354885,0.1273536349,0.0346789001,0.0288554799,4.18151069e+18,0.40775382471987565,0.18998609175512435,0.13897774689149292,0.2632823366335071,0.333466833800048
